,y1_countyname,y1_state,y2_countyname,y2_state,n2_inflow,agi_perThou_inflow,agi_inflow,yr_range,year1,year2,mig_direction1,unique_tag,secondary_county
291967,Marion County,IN,Gwinnett County,GA,146,2094,2094000,1819,2018,2019,inflow,Gwinnett County-Marion County-IN-1819,"Marion County, IN"
291968,Richland County,SC,Gwinnett County,GA,117,3268,3268000,1819,2018,2019,inflow,Gwinnett County-Richland County-SC-1819,"Richland County, SC"
291969,Columbia County,GA,Gwinnett County,GA,125,3868,3868000,1819,2018,2019,inflow,Gwinnett County-Columbia County-GA-1819,"Columbia County, GA"
291970,Coweta County,GA,Gwinnett County,GA,131,3142,3142000,1819,2018,2019,inflow,Gwinnett County-Coweta County-GA-1819,"Coweta County, GA"
291971,Cuyahoga County,OH,Gwinnett County,GA,118,4023,4023000,1819,2018,2019,inflow,Gwinnett County-Cuyahoga County-OH-1819,"Cuyahoga County, OH"
291972,Fairfax County,VA,Gwinnett County,GA,100,4410,4410000,1819,2018,2019,inflow,Gwinnett County-Fairfax County-VA-1819,"Fairfax County, VA"
291973,Brevard County,FL,Gwinnett County,GA,117,2479,2479000,1819,2018,2019,inflow,Gwinnett County-Brevard County-FL-1819,"Brevard County, FL"
291974,King County,WA,Gwinnett County,GA,104,2907,2907000,1819,2018,2019,inflow,Gwinnett County-King County-WA-1819,"King County, WA"
291975,Carroll County,GA,Gwinnett County,GA,96,2935,2935000,1819,2018,2019,inflow,Gwinnett County-Carroll County-GA-1819,"Carroll County, GA"
291976,Montgomery County,MD,Gwinnett County,GA,106,3330,3330000,1819,2018,2019,inflow,Gwinnett County-Montgomery County-MD-1819,"Montgomery County, MD"
291978,Pinellas County,FL,Gwinnett County,GA,86,2233,2233000,1819,2018,2019,inflow,Gwinnett County-Pinellas County-FL-1819,"Pinellas County, FL"
291979,Wayne County,MI,Gwinnett County,GA,111,2521,2521000,1819,2018,2019,inflow,Gwinnett County-Wayne County-MI-1819,"Wayne County, MI"
291980,Santa Clara County,CA,Gwinnett County,GA,104,6264,6264000,1819,2018,2019,inflow,Gwinnett County-Santa Clara County-CA-1819,"Santa Clara County, CA"
291981,Houston County,GA,Gwinnett County,GA,110,2427,2427000,1819,2018,2019,inflow,Gwinnett County-Houston County-GA-1819,"Houston County, GA"
291982,Charleston County,SC,Gwinnett County,GA,100,2172,2172000,1819,2018,2019,inflow,Gwinnett County-Charleston County-SC-1819,"Charleston County, SC"
291983,Hennepin County,MN,Gwinnett County,GA,103,2394,2394000,1819,2018,2019,inflow,Gwinnett County-Hennepin County-MN-1819,"Hennepin County, MN"
291984,Bay County,FL,Gwinnett County,GA,94,2297,2297000,1819,2018,2019,inflow,Gwinnett County-Bay County-FL-1819,"Bay County, FL"
291985,Seminole County,FL,Gwinnett County,GA,94,2468,2468000,1819,2018,2019,inflow,Gwinnett County-Seminole County-FL-1819,"Seminole County, FL"
291986,Bulloch County,GA,Gwinnett County,GA,68,1488,1488000,1819,2018,2019,inflow,Gwinnett County-Bulloch County-GA-1819,"Bulloch County, GA"
291987,Westchester County,NY,Gwinnett County,GA,109,1336,1336000,1819,2018,2019,inflow,Gwinnett County-Westchester County-NY-1819,"Westchester County, NY"
291988,Hartford County,CT,Gwinnett County,GA,76,1959,1959000,1819,2018,2019,inflow,Gwinnett County-Hartford County-CT-1819,"Hartford County, CT"
291989,Middlesex County,NJ,Gwinnett County,GA,91,2571,2571000,1819,2018,2019,inflow,Gwinnett County-Middlesex County-NJ-1819,"Middlesex County, NJ"
291990,Fairfield County,CT,Gwinnett County,GA,75,1807,1807000,1819,2018,2019,inflow,Gwinnett County-Fairfield County-CT-1819,"Fairfield County, CT"
291991,Escambia County,FL,Gwinnett County,GA,82,1894,1894000,1819,2018,2019,inflow,Gwinnett County-Escambia County-FL-1819,"Escambia County, FL"
291992,Bartow County,GA,Gwinnett County,GA,98,1471,1471000,1819,2018,2019,inflow,Gwinnett County-Bartow County-GA-1819,"Bartow County, GA"
291993,Lumpkin County,GA,Gwinnett County,GA,67,1529,1529000,1819,2018,2019,inflow,Gwinnett County-Lumpkin County-GA-1819,"Lumpkin County, GA"
291994,Baltimore County,MD,Gwinnett County,GA,100,1796,1796000,1819,2018,2019,inflow,Gwinnett County-Baltimore County-MD-1819,"Baltimore County, MD"
291995,Oakland County,MI,Gwinnett County,GA,89,2613,2613000,1819,2018,2019,inflow,Gwinnett County-Oakland County-MI-1819,"Oakland County, MI"
291996,Guilford County,NC,Gwinnett County,GA,93,1834,1834000,1819,2018,2019,inflow,Gwinnett County-Guilford County-NC-1819,"Guilford County, NC"
291997,Franklin County,OH,Gwinnett County,GA,97,1820,1820000,1819,2018,2019,inflow,Gwinnett County-Franklin County-OH-1819,"Franklin County, OH"
291998,Travis County,TX,Gwinnett County,GA,81,1859,1859000,1819,2018,2019,inflow,Gwinnett County-Travis County-TX-1819,"Travis County, TX"
291999,Madison County,AL,Gwinnett County,GA,86,3046,3046000,1819,2018,2019,inflow,Gwinnett County-Madison County-AL-1819,"Madison County, AL"
292000,Riverside County,CA,Gwinnett County,GA,93,2563,2563000,1819,2018,2019,inflow,Gwinnett County-Riverside County-CA-1819,"Riverside County, CA"
292001,San Bernardino County,CA,Gwinnett County,GA,73,1526,1526000,1819,2018,2019,inflow,Gwinnett County-San Bernardino County-CA-1819,"San Bernardino County, CA"
292002,Honolulu County,HI,Gwinnett County,GA,74,2151,2151000,1819,2018,2019,inflow,Gwinnett County-Honolulu County-HI-1819,"Honolulu County, HI"
292003,Middlesex County,MA,Gwinnett County,GA,94,2145,2145000,1819,2018,2019,inflow,Gwinnett County-Middlesex County-MA-1819,"Middlesex County, MA"
292004,Hudson County,NJ,Gwinnett County,GA,70,2242,2242000,1819,2018,2019,inflow,Gwinnett County-Hudson County-NJ-1819,"Hudson County, NJ"
292005,Lee County,AL,Gwinnett County,GA,81,2824,2824000,1819,2018,2019,inflow,Gwinnett County-Lee County-AL-1819,"Lee County, AL"
292006,DuPage County,IL,Gwinnett County,GA,85,2386,2386000,1819,2018,2019,inflow,Gwinnett County-DuPage County-IL-1819,"DuPage County, IL"
292007,Passaic County,NJ,Gwinnett County,GA,105,1471,1471000,1819,2018,2019,inflow,Gwinnett County-Passaic County-NJ-1819,"Passaic County, NJ"
292008,Union County,NJ,Gwinnett County,GA,87,3514,3514000,1819,2018,2019,inflow,Gwinnett County-Union County-NJ-1819,"Union County, NJ"
292009,Montgomery County,AL,Gwinnett County,GA,84,1771,1771000,1819,2018,2019,inflow,Gwinnett County-Montgomery County-AL-1819,"Montgomery County, AL"
292010,Lowndes County,GA,Gwinnett County,GA,67,1378,1378000,1819,2018,2019,inflow,Gwinnett County-Lowndes County-GA-1819,"Lowndes County, GA"
292011,Beaufort County,SC,Gwinnett County,GA,70,2162,2162000,1819,2018,2019,inflow,Gwinnett County-Beaufort County-SC-1819,"Beaufort County, SC"
292012,Alameda County,CA,Gwinnett County,GA,65,2938,2938000,1819,2018,2019,inflow,Gwinnett County-Alameda County-CA-1819,"Alameda County, CA"
292013,Suffolk County,MA,Gwinnett County,GA,95,2163,2163000,1819,2018,2019,inflow,Gwinnett County-Suffolk County-MA-1819,"Suffolk County, MA"
292014,Cumberland County,NC,Gwinnett County,GA,87,1574,1574000,1819,2018,2019,inflow,Gwinnett County-Cumberland County-NC-1819,"Cumberland County, NC"
292015,Durham County,NC,Gwinnett County,GA,67,1668,1668000,1819,2018,2019,inflow,Gwinnett County-Durham County-NC-1819,"Durham County, NC"
292016,Dougherty County,GA,Gwinnett County,GA,89,1259,1259000,1819,2018,2019,inflow,Gwinnett County-Dougherty County-GA-1819,"Dougherty County, GA"
292017,Polk County,FL,Gwinnett County,GA,76,1474,1474000,1819,2018,2019,inflow,Gwinnett County-Polk County-FL-1819,"Polk County, FL"
292018,Monroe County,NY,Gwinnett County,GA,75,1708,1708000,1819,2018,2019,inflow,Gwinnett County-Monroe County-NY-1819,"Monroe County, NY"
292019,Oconee County,GA,Gwinnett County,GA,71,2297,2297000,1819,2018,2019,inflow,Gwinnett County-Oconee County-GA-1819,"Oconee County, GA"
292020,St. Louis County,MO,Gwinnett County,GA,81,1842,1842000,1819,2018,2019,inflow,Gwinnett County-St. Louis County-MO-1819,"St. Louis County, MO"
292021,Knox County,TN,Gwinnett County,GA,50,1273,1273000,1819,2018,2019,inflow,Gwinnett County-Knox County-TN-1819,"Knox County, TN"
292022,Sacramento County,CA,Gwinnett County,GA,79,1816,1816000,1819,2018,2019,inflow,Gwinnett County-Sacramento County-CA-1819,"Sacramento County, CA"
292023,Lake County,FL,Gwinnett County,GA,73,2038,2038000,1819,2018,2019,inflow,Gwinnett County-Lake County-FL-1819,"Lake County, FL"
292024,Pasco County,FL,Gwinnett County,GA,69,2303,2303000,1819,2018,2019,inflow,Gwinnett County-Pasco County-FL-1819,"Pasco County, FL"
292025,Habersham County,GA,Gwinnett County,GA,62,1915,1915000,1819,2018,2019,inflow,Gwinnett County-Habersham County-GA-1819,"Habersham County, GA"
292026,Bexar County,TX,Gwinnett County,GA,81,1559,1559000,1819,2018,2019,inflow,Gwinnett County-Bexar County-TX-1819,"Bexar County, TX"
292027,Osceola County,FL,Gwinnett County,GA,86,1346,1346000,1819,2018,2019,inflow,Gwinnett County-Osceola County-FL-1819,"Osceola County, FL"
292028,New Castle County,DE,Gwinnett County,GA,69,1106,1106000,1819,2018,2019,inflow,Gwinnett County-New Castle County-DE-1819,"New Castle County, DE"
292029,District of Columbia,DC,Gwinnett County,GA,45,1922,1922000,1819,2018,2019,inflow,Gwinnett County-District of Columbia-DC-1819,"District of Columbia, DC"
292030,Jefferson County,KY,Gwinnett County,GA,53,1482,1482000,1819,2018,2019,inflow,Gwinnett County-Jefferson County-KY-1819,"Jefferson County, KY"
292031,Erie County,NY,Gwinnett County,GA,70,1581,1581000,1819,2018,2019,inflow,Gwinnett County-Erie County-NY-1819,"Erie County, NY"
292032,Collin County,TX,Gwinnett County,GA,82,2919,2919000,1819,2018,2019,inflow,Gwinnett County-Collin County-TX-1819,"Collin County, TX"
292033,Prince William County,VA,Gwinnett County,GA,62,2021,2021000,1819,2018,2019,inflow,Gwinnett County-Prince William County-VA-1819,"Prince William County, VA"
292034,Leon County,FL,Gwinnett County,GA,55,1091,1091000,1819,2018,2019,inflow,Gwinnett County-Leon County-FL-1819,"Leon County, FL"
292035,St. Lucie County,FL,Gwinnett County,GA,75,1502,1502000,1819,2018,2019,inflow,Gwinnett County-St. Lucie County-FL-1819,"St. Lucie County, FL"
292036,Floyd County,GA,Gwinnett County,GA,54,1723,1723000,1819,2018,2019,inflow,Gwinnett County-Floyd County-GA-1819,"Floyd County, GA"
292037,Essex County,MA,Gwinnett County,GA,66,1805,1805000,1819,2018,2019,inflow,Gwinnett County-Essex County-MA-1819,"Essex County, MA"
292038,Kent County,MI,Gwinnett County,GA,74,1472,1472000,1819,2018,2019,inflow,Gwinnett County-Kent County-MI-1819,"Kent County, MI"
292039,Spartanburg County,SC,Gwinnett County,GA,67,1571,1571000,1819,2018,2019,inflow,Gwinnett County-Spartanburg County-SC-1819,"Spartanburg County, SC"
292040,Dawson County,GA,Gwinnett County,GA,47,1381,1381000,1819,2018,2019,inflow,Gwinnett County-Dawson County-GA-1819,"Dawson County, GA"
292041,Lake County,IL,Gwinnett County,GA,71,1185,1185000,1819,2018,2019,inflow,Gwinnett County-Lake County-IL-1819,"Lake County, IL"
292042,Jefferson Parish,LA,Gwinnett County,GA,57,1312,1312000,1819,2018,2019,inflow,Gwinnett County-Jefferson Parish-LA-1819,"Jefferson Parish, LA"
292043,Orleans Parish,LA,Gwinnett County,GA,62,1155,1155000,1819,2018,2019,inflow,Gwinnett County-Orleans Parish-LA-1819,"Orleans Parish, LA"
292044,Denton County,TX,Gwinnett County,GA,56,2356,2356000,1819,2018,2019,inflow,Gwinnett County-Denton County-TX-1819,"Denton County, TX"
292045,Winnebago County,IL,Gwinnett County,GA,56,1185,1185000,1819,2018,2019,inflow,Gwinnett County-Winnebago County-IL-1819,"Winnebago County, IL"
292046,Onondaga County,NY,Gwinnett County,GA,62,1047,1047000,1819,2018,2019,inflow,Gwinnett County-Onondaga County-NY-1819,"Onondaga County, NY"
292047,Hamilton County,OH,Gwinnett County,GA,62,1678,1678000,1819,2018,2019,inflow,Gwinnett County-Hamilton County-OH-1819,"Hamilton County, OH"
292048,Fort Bend County,TX,Gwinnett County,GA,58,1195,1195000,1819,2018,2019,inflow,Gwinnett County-Fort Bend County-TX-1819,"Fort Bend County, TX"
292049,Mobile County,AL,Gwinnett County,GA,59,1435,1435000,1819,2018,2019,inflow,Gwinnett County-Mobile County-AL-1819,"Mobile County, AL"
292050,Alachua County,FL,Gwinnett County,GA,64,1691,1691000,1819,2018,2019,inflow,Gwinnett County-Alachua County-FL-1819,"Alachua County, FL"
292051,Volusia County,FL,Gwinnett County,GA,49,1075,1075000,1819,2018,2019,inflow,Gwinnett County-Volusia County-FL-1819,"Volusia County, FL"
292052,Hinds County,MS,Gwinnett County,GA,59,1217,1217000,1819,2018,2019,inflow,Gwinnett County-Hinds County-MS-1819,"Hinds County, MS"
292053,Pierce County,WA,Gwinnett County,GA,59,970,970000,1819,2018,2019,inflow,Gwinnett County-Pierce County-WA-1819,"Pierce County, WA"
292054,Tuscaloosa County,AL,Gwinnett County,GA,58,1077,1077000,1819,2018,2019,inflow,Gwinnett County-Tuscaloosa County-AL-1819,"Tuscaloosa County, AL"
292055,El Paso County,CO,Gwinnett County,GA,61,1710,1710000,1819,2018,2019,inflow,Gwinnett County-El Paso County-CO-1819,"El Paso County, CO"
292056,Okaloosa County,FL,Gwinnett County,GA,51,1530,1530000,1819,2018,2019,inflow,Gwinnett County-Okaloosa County-FL-1819,"Okaloosa County, FL"
292057,Sarasota County,FL,Gwinnett County,GA,43,941,941000,1819,2018,2019,inflow,Gwinnett County-Sarasota County-FL-1819,"Sarasota County, FL"
292058,Allegheny County,PA,Gwinnett County,GA,56,1742,1742000,1819,2018,2019,inflow,Gwinnett County-Allegheny County-PA-1819,"Allegheny County, PA"
292059,Lancaster County,PA,Gwinnett County,GA,55,817,817000,1819,2018,2019,inflow,Gwinnett County-Lancaster County-PA-1819,"Lancaster County, PA"
292060,Denver County,CO,Gwinnett County,GA,42,1221,1221000,1819,2018,2019,inflow,Gwinnett County-Denver County-CO-1819,"Denver County, CO"
292061,East Baton Rouge Parish,LA,Gwinnett County,GA,51,1243,1243000,1819,2018,2019,inflow,Gwinnett County-East Baton Rouge Parish-LA-1819,"East Baton Rouge Parish, LA"
292062,Arapahoe County,CO,Gwinnett County,GA,53,1537,1537000,1819,2018,2019,inflow,Gwinnett County-Arapahoe County-CO-1819,"Arapahoe County, CO"
292063,Onslow County,NC,Gwinnett County,GA,60,978,978000,1819,2018,2019,inflow,Gwinnett County-Onslow County-NC-1819,"Onslow County, NC"
292064,Pulaski County,AR,Gwinnett County,GA,53,1153,1153000,1819,2018,2019,inflow,Gwinnett County-Pulaski County-AR-1819,"Pulaski County, AR"
292065,Rutherford County,TN,Gwinnett County,GA,54,1663,1663000,1819,2018,2019,inflow,Gwinnett County-Rutherford County-TN-1819,"Rutherford County, TN"
292066,Bell County,TX,Gwinnett County,GA,64,875,875000,1819,2018,2019,inflow,Gwinnett County-Bell County-TX-1819,"Bell County, TX"
292067,Anne Arundel County,MD,Gwinnett County,GA,64,1181,1181000,1819,2018,2019,inflow,Gwinnett County-Anne Arundel County-MD-1819,"Anne Arundel County, MD"
292068,Anderson County,SC,Gwinnett County,GA,45,786,786000,1819,2018,2019,inflow,Gwinnett County-Anderson County-SC-1819,"Anderson County, SC"
292069,Contra Costa County,CA,Gwinnett County,GA,49,1448,1448000,1819,2018,2019,inflow,Gwinnett County-Contra Costa County-CA-1819,"Contra Costa County, CA"
292070,Collier County,FL,Gwinnett County,GA,47,746,746000,1819,2018,2019,inflow,Gwinnett County-Collier County-FL-1819,"Collier County, FL"
292071,Marion County,FL,Gwinnett County,GA,45,1366,1366000,1819,2018,2019,inflow,Gwinnett County-Marion County-FL-1819,"Marion County, FL"
292072,Glynn County,GA,Gwinnett County,GA,38,1330,1330000,1819,2018,2019,inflow,Gwinnett County-Glynn County-GA-1819,"Glynn County, GA"
292073,Burlington County,NJ,Gwinnett County,GA,40,1495,1495000,1819,2018,2019,inflow,Gwinnett County-Burlington County-NJ-1819,"Burlington County, NJ"
292074,Shelby County,AL,Gwinnett County,GA,50,1029,1029000,1819,2018,2019,inflow,Gwinnett County-Shelby County-AL-1819,"Shelby County, AL"
292075,New Haven County,CT,Gwinnett County,GA,51,850,850000,1819,2018,2019,inflow,Gwinnett County-New Haven County-CT-1819,"New Haven County, CT"
292076,St. Johns County,FL,Gwinnett County,GA,38,1412,1412000,1819,2018,2019,inflow,Gwinnett County-St. Johns County-FL-1819,"St. Johns County, FL"
292077,Morris County,NJ,Gwinnett County,GA,45,2263,2263000,1819,2018,2019,inflow,Gwinnett County-Morris County-NJ-1819,"Morris County, NJ"
292078,Somerset County,NJ,Gwinnett County,GA,36,1088,1088000,1819,2018,2019,inflow,Gwinnett County-Somerset County-NJ-1819,"Somerset County, NJ"
292079,Montgomery County,PA,Gwinnett County,GA,44,1145,1145000,1819,2018,2019,inflow,Gwinnett County-Montgomery County-PA-1819,"Montgomery County, PA"
292080,Chesterfield County,VA,Gwinnett County,GA,37,775,775000,1819,2018,2019,inflow,Gwinnett County-Chesterfield County-VA-1819,"Chesterfield County, VA"
292081,Henrico County,VA,Gwinnett County,GA,44,944,944000,1819,2018,2019,inflow,Gwinnett County-Henrico County-VA-1819,"Henrico County, VA"
292082,Manatee County,FL,Gwinnett County,GA,42,1390,1390000,1819,2018,2019,inflow,Gwinnett County-Manatee County-FL-1819,"Manatee County, FL"
292083,Spalding County,GA,Gwinnett County,GA,40,902,902000,1819,2018,2019,inflow,Gwinnett County-Spalding County-GA-1819,"Spalding County, GA"
292084,Stephens County,GA,Gwinnett County,GA,45,672,672000,1819,2018,2019,inflow,Gwinnett County-Stephens County-GA-1819,"Stephens County, GA"
292085,Troup County,GA,Gwinnett County,GA,42,769,769000,1819,2018,2019,inflow,Gwinnett County-Troup County-GA-1819,"Troup County, GA"
292086,Fayette County,KY,Gwinnett County,GA,35,1095,1095000,1819,2018,2019,inflow,Gwinnett County-Fayette County-KY-1819,"Fayette County, KY"
292087,Baltimore city,MD,Gwinnett County,GA,44,697,697000,1819,2018,2019,inflow,Gwinnett County-Baltimore city-MD-1819,"Baltimore city, MD"
292088,Delaware County,PA,Gwinnett County,GA,40,1038,1038000,1819,2018,2019,inflow,Gwinnett County-Delaware County-PA-1819,"Delaware County, PA"
292089,Danville city,VA,Gwinnett County,GA,42,459,459000,1819,2018,2019,inflow,Gwinnett County-Danville city-VA-1819,"Danville city, VA"
292090,Milwaukee County,WI,Gwinnett County,GA,46,706,706000,1819,2018,2019,inflow,Gwinnett County-Milwaukee County-WI-1819,"Milwaukee County, WI"
292091,Pickens County,GA,Gwinnett County,GA,31,1029,1029000,1819,2018,2019,inflow,Gwinnett County-Pickens County-GA-1819,"Pickens County, GA"
292092,White County,GA,Gwinnett County,GA,38,1086,1086000,1819,2018,2019,inflow,Gwinnett County-White County-GA-1819,"White County, GA"
292093,Will County,IL,Gwinnett County,GA,43,1042,1042000,1819,2018,2019,inflow,Gwinnett County-Will County-IL-1819,"Will County, IL"
292094,Lake County,IN,Gwinnett County,GA,37,876,876000,1819,2018,2019,inflow,Gwinnett County-Lake County-IN-1819,"Lake County, IN"
292095,Norfolk County,MA,Gwinnett County,GA,47,2023,2023000,1819,2018,2019,inflow,Gwinnett County-Norfolk County-MA-1819,"Norfolk County, MA"
292096,Worcester County,MA,Gwinnett County,GA,41,1005,1005000,1819,2018,2019,inflow,Gwinnett County-Worcester County-MA-1819,"Worcester County, MA"
292097,Jackson County,MO,Gwinnett County,GA,32,791,791000,1819,2018,2019,inflow,Gwinnett County-Jackson County-MO-1819,"Jackson County, MO"
292098,New Hanover County,NC,Gwinnett County,GA,44,940,940000,1819,2018,2019,inflow,Gwinnett County-New Hanover County-NC-1819,"New Hanover County, NC"
