,y1_countyname,y1_state,y2_countyname,y2_state,n2_outflow,agi_perThou_outflow,agi_outflow,yr_range,year1,year2,mig_direction2,unique_tag,secondary_county
16384,Cherokee County,GA,Cherokee County Total Migration-US and Foreign,GA,13379,433281,433281000,1516,2015,2016,outflow,Cherokee County total migration-1516,"Cherokee County Total Migration-US and Foreign, GA"
16390,Cherokee County,GA,Cobb County,GA,3129,88588,88588000,1516,2015,2016,outflow,Cherokee County-Cobb County-GA-1516,"Cobb County, GA"
16391,Cherokee County,GA,Fulton County,GA,1216,57169,57169000,1516,2015,2016,outflow,Cherokee County-Fulton County-GA-1516,"Fulton County, GA"
16392,Cherokee County,GA,Bartow County,GA,709,15448,15448000,1516,2015,2016,outflow,Cherokee County-Bartow County-GA-1516,"Bartow County, GA"
16393,Cherokee County,GA,Pickens County,GA,683,14695,14695000,1516,2015,2016,outflow,Cherokee County-Pickens County-GA-1516,"Pickens County, GA"
16394,Cherokee County,GA,Gwinnett County,GA,401,10005,10005000,1516,2015,2016,outflow,Cherokee County-Gwinnett County-GA-1516,"Gwinnett County, GA"
16395,Cherokee County,GA,Forsyth County,GA,462,25906,25906000,1516,2015,2016,outflow,Cherokee County-Forsyth County-GA-1516,"Forsyth County, GA"
16396,Cherokee County,GA,Paulding County,GA,443,11085,11085000,1516,2015,2016,outflow,Cherokee County-Paulding County-GA-1516,"Paulding County, GA"
16397,Cherokee County,GA,DeKalb County,GA,263,9434,9434000,1516,2015,2016,outflow,Cherokee County-DeKalb County-GA-1516,"DeKalb County, GA"
16398,Cherokee County,GA,Hall County,GA,118,3781,3781000,1516,2015,2016,outflow,Cherokee County-Hall County-GA-1516,"Hall County, GA"
16399,Cherokee County,GA,Gilmer County,GA,107,2916,2916000,1516,2015,2016,outflow,Cherokee County-Gilmer County-GA-1516,"Gilmer County, GA"
16400,Cherokee County,GA,Gordon County,GA,85,1708,1708000,1516,2015,2016,outflow,Cherokee County-Gordon County-GA-1516,"Gordon County, GA"
16401,Cherokee County,GA,Dawson County,GA,91,2448,2448000,1516,2015,2016,outflow,Cherokee County-Dawson County-GA-1516,"Dawson County, GA"
16402,Cherokee County,GA,Floyd County,GA,94,3626,3626000,1516,2015,2016,outflow,Cherokee County-Floyd County-GA-1516,"Floyd County, GA"
16403,Cherokee County,GA,Hillsborough County,FL,78,1784,1784000,1516,2015,2016,outflow,Cherokee County-Hillsborough County-FL-1516,"Hillsborough County, FL"
16404,Cherokee County,GA,Douglas County,GA,76,1529,1529000,1516,2015,2016,outflow,Cherokee County-Douglas County-GA-1516,"Douglas County, GA"
16405,Cherokee County,GA,Duval County,FL,63,1832,1832000,1516,2015,2016,outflow,Cherokee County-Duval County-FL-1516,"Duval County, FL"
16406,Cherokee County,GA,Broward County,FL,45,2402,2402000,1516,2015,2016,outflow,Cherokee County-Broward County-FL-1516,"Broward County, FL"
16407,Cherokee County,GA,Harris County,TX,59,1408,1408000,1516,2015,2016,outflow,Cherokee County-Harris County-TX-1516,"Harris County, TX"
16408,Cherokee County,GA,Orange County,FL,53,2065,2065000,1516,2015,2016,outflow,Cherokee County-Orange County-FL-1516,"Orange County, FL"
16409,Cherokee County,GA,Carroll County,GA,64,1024,1024000,1516,2015,2016,outflow,Cherokee County-Carroll County-GA-1516,"Carroll County, GA"
16410,Cherokee County,GA,Clarke County,GA,41,932,932000,1516,2015,2016,outflow,Cherokee County-Clarke County-GA-1516,"Clarke County, GA"
16411,Cherokee County,GA,Fannin County,GA,49,2555,2555000,1516,2015,2016,outflow,Cherokee County-Fannin County-GA-1516,"Fannin County, GA"
16413,Cherokee County,GA,Lee County,FL,45,2368,2368000,1516,2015,2016,outflow,Cherokee County-Lee County-FL-1516,"Lee County, FL"
16414,Cherokee County,GA,Pinellas County,FL,54,2216,2216000,1516,2015,2016,outflow,Cherokee County-Pinellas County-FL-1516,"Pinellas County, FL"
16415,Cherokee County,GA,Chatham County,GA,31,708,708000,1516,2015,2016,outflow,Cherokee County-Chatham County-GA-1516,"Chatham County, GA"
16416,Cherokee County,GA,Maricopa County,AZ,61,1465,1465000,1516,2015,2016,outflow,Cherokee County-Maricopa County-AZ-1516,"Maricopa County, AZ"
16417,Cherokee County,GA,Henry County,GA,59,1253,1253000,1516,2015,2016,outflow,Cherokee County-Henry County-GA-1516,"Henry County, GA"
16418,Cherokee County,GA,Wake County,NC,51,1929,1929000,1516,2015,2016,outflow,Cherokee County-Wake County-NC-1516,"Wake County, NC"
16419,Cherokee County,GA,Hamilton County,TN,37,1484,1484000,1516,2015,2016,outflow,Cherokee County-Hamilton County-TN-1516,"Hamilton County, TN"
16420,Cherokee County,GA,Brevard County,FL,43,968,968000,1516,2015,2016,outflow,Cherokee County-Brevard County-FL-1516,"Brevard County, FL"
16421,Cherokee County,GA,Palm Beach County,FL,36,1322,1322000,1516,2015,2016,outflow,Cherokee County-Palm Beach County-FL-1516,"Palm Beach County, FL"
16422,Cherokee County,GA,Volusia County,FL,36,1128,1128000,1516,2015,2016,outflow,Cherokee County-Volusia County-FL-1516,"Volusia County, FL"
16480,Clayton County,GA,Clayton County Total Migration-US and Foreign,GA,23931,337726,337726000,1516,2015,2016,outflow,Clayton County total migration-1516,"Clayton County Total Migration-US and Foreign, GA"
16486,Clayton County,GA,Fulton County,GA,5871,75446,75446000,1516,2015,2016,outflow,Clayton County-Fulton County-GA-1516,"Fulton County, GA"
16487,Clayton County,GA,Henry County,GA,4215,68038,68038000,1516,2015,2016,outflow,Clayton County-Henry County-GA-1516,"Henry County, GA"
16488,Clayton County,GA,DeKalb County,GA,2484,31376,31376000,1516,2015,2016,outflow,Clayton County-DeKalb County-GA-1516,"DeKalb County, GA"
16489,Clayton County,GA,Cobb County,GA,860,13583,13583000,1516,2015,2016,outflow,Clayton County-Cobb County-GA-1516,"Cobb County, GA"
16490,Clayton County,GA,Gwinnett County,GA,907,12721,12721000,1516,2015,2016,outflow,Clayton County-Gwinnett County-GA-1516,"Gwinnett County, GA"
16491,Clayton County,GA,Fayette County,GA,951,21455,21455000,1516,2015,2016,outflow,Clayton County-Fayette County-GA-1516,"Fayette County, GA"
16492,Clayton County,GA,Spalding County,GA,480,5670,5670000,1516,2015,2016,outflow,Clayton County-Spalding County-GA-1516,"Spalding County, GA"
16493,Clayton County,GA,Douglas County,GA,280,4058,4058000,1516,2015,2016,outflow,Clayton County-Douglas County-GA-1516,"Douglas County, GA"
16494,Clayton County,GA,Coweta County,GA,267,4700,4700000,1516,2015,2016,outflow,Clayton County-Coweta County-GA-1516,"Coweta County, GA"
16495,Clayton County,GA,Rockdale County,GA,247,3444,3444000,1516,2015,2016,outflow,Clayton County-Rockdale County-GA-1516,"Rockdale County, GA"
16496,Clayton County,GA,Newton County,GA,221,3643,3643000,1516,2015,2016,outflow,Clayton County-Newton County-GA-1516,"Newton County, GA"
16497,Clayton County,GA,Bibb County,GA,126,1178,1178000,1516,2015,2016,outflow,Clayton County-Bibb County-GA-1516,"Bibb County, GA"
16498,Clayton County,GA,Miami-Dade County,FL,111,1026,1026000,1516,2015,2016,outflow,Clayton County-Miami-Dade County-FL-1516,"Miami-Dade County, FL"
16499,Clayton County,GA,Duval County,FL,90,1194,1194000,1516,2015,2016,outflow,Clayton County-Duval County-FL-1516,"Duval County, FL"
16500,Clayton County,GA,Cook County,IL,97,1174,1174000,1516,2015,2016,outflow,Clayton County-Cook County-IL-1516,"Cook County, IL"
16501,Clayton County,GA,Harris County,TX,108,1436,1436000,1516,2015,2016,outflow,Clayton County-Harris County-TX-1516,"Harris County, TX"
16502,Clayton County,GA,Chatham County,GA,81,1078,1078000,1516,2015,2016,outflow,Clayton County-Chatham County-GA-1516,"Chatham County, GA"
16503,Clayton County,GA,Broward County,FL,92,944,944000,1516,2015,2016,outflow,Clayton County-Broward County-FL-1516,"Broward County, FL"
16504,Clayton County,GA,Mecklenburg County,NC,71,2156,2156000,1516,2015,2016,outflow,Clayton County-Mecklenburg County-NC-1516,"Mecklenburg County, NC"
16505,Clayton County,GA,Travis County,TX,90,848,848000,1516,2015,2016,outflow,Clayton County-Travis County-TX-1516,"Travis County, TX"
16506,Clayton County,GA,Hillsborough County,FL,81,1127,1127000,1516,2015,2016,outflow,Clayton County-Hillsborough County-FL-1516,"Hillsborough County, FL"
16507,Clayton County,GA,Butts County,GA,92,1406,1406000,1516,2015,2016,outflow,Clayton County-Butts County-GA-1516,"Butts County, GA"
16508,Clayton County,GA,Orange County,FL,74,1141,1141000,1516,2015,2016,outflow,Clayton County-Orange County-FL-1516,"Orange County, FL"
16509,Clayton County,GA,Carroll County,GA,80,1281,1281000,1516,2015,2016,outflow,Clayton County-Carroll County-GA-1516,"Carroll County, GA"
16510,Clayton County,GA,Muscogee County,GA,80,779,779000,1516,2015,2016,outflow,Clayton County-Muscogee County-GA-1516,"Muscogee County, GA"
16511,Clayton County,GA,Paulding County,GA,88,1053,1053000,1516,2015,2016,outflow,Clayton County-Paulding County-GA-1516,"Paulding County, GA"
16512,Clayton County,GA,Clark County,NV,74,701,701000,1516,2015,2016,outflow,Clayton County-Clark County-NV-1516,"Clark County, NV"
16513,Clayton County,GA,Los Angeles County,CA,50,923,923000,1516,2015,2016,outflow,Clayton County-Los Angeles County-CA-1516,"Los Angeles County, CA"
16514,Clayton County,GA,Houston County,GA,77,713,713000,1516,2015,2016,outflow,Clayton County-Houston County-GA-1516,"Houston County, GA"
16515,Clayton County,GA,Lamar County,GA,55,766,766000,1516,2015,2016,outflow,Clayton County-Lamar County-GA-1516,"Lamar County, GA"
16516,Clayton County,GA,Kings County,NY,61,672,672000,1516,2015,2016,outflow,Clayton County-Kings County-NY-1516,"Kings County, NY"
16517,Clayton County,GA,Maricopa County,AZ,51,149,149000,1516,2015,2016,outflow,Clayton County-Maricopa County-AZ-1516,"Maricopa County, AZ"
16518,Clayton County,GA,Dougherty County,GA,68,445,445000,1516,2015,2016,outflow,Clayton County-Dougherty County-GA-1516,"Dougherty County, GA"
16519,Clayton County,GA,Richmond County,GA,58,849,849000,1516,2015,2016,outflow,Clayton County-Richmond County-GA-1516,"Richmond County, GA"
16520,Clayton County,GA,Forsyth County,GA,52,3290,3290000,1516,2015,2016,outflow,Clayton County-Forsyth County-GA-1516,"Forsyth County, GA"
16521,Clayton County,GA,Shelby County,TN,47,639,639000,1516,2015,2016,outflow,Clayton County-Shelby County-TN-1516,"Shelby County, TN"
16522,Clayton County,GA,Cherokee County,GA,50,950,950000,1516,2015,2016,outflow,Clayton County-Cherokee County-GA-1516,"Cherokee County, GA"
16523,Clayton County,GA,San Diego County,CA,37,539,539000,1516,2015,2016,outflow,Clayton County-San Diego County-CA-1516,"San Diego County, CA"
16524,Clayton County,GA,Wayne County,MI,55,389,389000,1516,2015,2016,outflow,Clayton County-Wayne County-MI-1516,"Wayne County, MI"
16525,Clayton County,GA,Troup County,GA,55,643,643000,1516,2015,2016,outflow,Clayton County-Troup County-GA-1516,"Troup County, GA"
16526,Clayton County,GA,Davidson County,TN,34,574,574000,1516,2015,2016,outflow,Clayton County-Davidson County-TN-1516,"Davidson County, TN"
16527,Clayton County,GA,Tarrant County,TX,45,561,561000,1516,2015,2016,outflow,Clayton County-Tarrant County-TX-1516,"Tarrant County, TX"
16528,Clayton County,GA,Brevard County,FL,37,515,515000,1516,2015,2016,outflow,Clayton County-Brevard County-FL-1516,"Brevard County, FL"
16529,Clayton County,GA,Prince George's County,MD,32,609,609000,1516,2015,2016,outflow,Clayton County-Prince George's County-MD-1516,"Prince George's County, MD"
16530,Clayton County,GA,Wake County,NC,35,621,621000,1516,2015,2016,outflow,Clayton County-Wake County-NC-1516,"Wake County, NC"
16549,Cobb County,GA,Cobb County Total Migration-US and Foreign,GA,53630,1822774,1822774000,1516,2015,2016,outflow,Cobb County total migration-1516,"Cobb County Total Migration-US and Foreign, GA"
16555,Cobb County,GA,Fulton County,GA,8487,394280,394280000,1516,2015,2016,outflow,Cobb County-Fulton County-GA-1516,"Fulton County, GA"
16556,Cobb County,GA,Cherokee County,GA,4700,171360,171360000,1516,2015,2016,outflow,Cobb County-Cherokee County-GA-1516,"Cherokee County, GA"
16557,Cobb County,GA,Paulding County,GA,4288,97882,97882000,1516,2015,2016,outflow,Cobb County-Paulding County-GA-1516,"Paulding County, GA"
16558,Cobb County,GA,DeKalb County,GA,3199,115260,115260000,1516,2015,2016,outflow,Cobb County-DeKalb County-GA-1516,"DeKalb County, GA"
16559,Cobb County,GA,Douglas County,GA,2820,42738,42738000,1516,2015,2016,outflow,Cobb County-Douglas County-GA-1516,"Douglas County, GA"
16560,Cobb County,GA,Gwinnett County,GA,2418,58574,58574000,1516,2015,2016,outflow,Cobb County-Gwinnett County-GA-1516,"Gwinnett County, GA"
16561,Cobb County,GA,Bartow County,GA,1133,25771,25771000,1516,2015,2016,outflow,Cobb County-Bartow County-GA-1516,"Bartow County, GA"
16562,Cobb County,GA,Clayton County,GA,970,11474,11474000,1516,2015,2016,outflow,Cobb County-Clayton County-GA-1516,"Clayton County, GA"
16563,Cobb County,GA,Forsyth County,GA,936,41457,41457000,1516,2015,2016,outflow,Cobb County-Forsyth County-GA-1516,"Forsyth County, GA"
16564,Cobb County,GA,Henry County,GA,343,6763,6763000,1516,2015,2016,outflow,Cobb County-Henry County-GA-1516,"Henry County, GA"
16565,Cobb County,GA,Los Angeles County,CA,288,13671,13671000,1516,2015,2016,outflow,Cobb County-Los Angeles County-CA-1516,"Los Angeles County, CA"
16566,Cobb County,GA,Hillsborough County,FL,344,12309,12309000,1516,2015,2016,outflow,Cobb County-Hillsborough County-FL-1516,"Hillsborough County, FL"
16567,Cobb County,GA,Carroll County,GA,329,5850,5850000,1516,2015,2016,outflow,Cobb County-Carroll County-GA-1516,"Carroll County, GA"
16568,Cobb County,GA,Harris County,TX,284,9762,9762000,1516,2015,2016,outflow,Cobb County-Harris County-TX-1516,"Harris County, TX"
16569,Cobb County,GA,Duval County,FL,253,7105,7105000,1516,2015,2016,outflow,Cobb County-Duval County-FL-1516,"Duval County, FL"
16570,Cobb County,GA,Cook County,IL,231,8845,8845000,1516,2015,2016,outflow,Cobb County-Cook County-IL-1516,"Cook County, IL"
16571,Cobb County,GA,Mecklenburg County,NC,257,10440,10440000,1516,2015,2016,outflow,Cobb County-Mecklenburg County-NC-1516,"Mecklenburg County, NC"
16572,Cobb County,GA,Broward County,FL,250,9352,9352000,1516,2015,2016,outflow,Cobb County-Broward County-FL-1516,"Broward County, FL"
16573,Cobb County,GA,Fayette County,GA,280,9904,9904000,1516,2015,2016,outflow,Cobb County-Fayette County-GA-1516,"Fayette County, GA"
16574,Cobb County,GA,Maricopa County,AZ,240,8227,8227000,1516,2015,2016,outflow,Cobb County-Maricopa County-AZ-1516,"Maricopa County, AZ"
16576,Cobb County,GA,Orange County,FL,220,8211,8211000,1516,2015,2016,outflow,Cobb County-Orange County-FL-1516,"Orange County, FL"
16577,Cobb County,GA,Coweta County,GA,240,7182,7182000,1516,2015,2016,outflow,Cobb County-Coweta County-GA-1516,"Coweta County, GA"
16578,Cobb County,GA,King County,WA,199,11674,11674000,1516,2015,2016,outflow,Cobb County-King County-WA-1516,"King County, WA"
16579,Cobb County,GA,Travis County,TX,217,7738,7738000,1516,2015,2016,outflow,Cobb County-Travis County-TX-1516,"Travis County, TX"
16580,Cobb County,GA,Dallas County,TX,223,16015,16015000,1516,2015,2016,outflow,Cobb County-Dallas County-TX-1516,"Dallas County, TX"
16581,Cobb County,GA,Miami-Dade County,FL,182,4183,4183000,1516,2015,2016,outflow,Cobb County-Miami-Dade County-FL-1516,"Miami-Dade County, FL"
16582,Cobb County,GA,Hall County,GA,181,7666,7666000,1516,2015,2016,outflow,Cobb County-Hall County-GA-1516,"Hall County, GA"
16583,Cobb County,GA,Davidson County,TN,159,5460,5460000,1516,2015,2016,outflow,Cobb County-Davidson County-TN-1516,"Davidson County, TN"
16584,Cobb County,GA,Tarrant County,TX,201,7438,7438000,1516,2015,2016,outflow,Cobb County-Tarrant County-TX-1516,"Tarrant County, TX"
16585,Cobb County,GA,Palm Beach County,FL,174,6902,6902000,1516,2015,2016,outflow,Cobb County-Palm Beach County-FL-1516,"Palm Beach County, FL"
16586,Cobb County,GA,Pinellas County,FL,173,7022,7022000,1516,2015,2016,outflow,Cobb County-Pinellas County-FL-1516,"Pinellas County, FL"
16587,Cobb County,GA,Wake County,NC,187,8129,8129000,1516,2015,2016,outflow,Cobb County-Wake County-NC-1516,"Wake County, NC"
16588,Cobb County,GA,Chatham County,GA,163,6480,6480000,1516,2015,2016,outflow,Cobb County-Chatham County-GA-1516,"Chatham County, GA"
16589,Cobb County,GA,Hamilton County,TN,164,6940,6940000,1516,2015,2016,outflow,Cobb County-Hamilton County-TN-1516,"Hamilton County, TN"
16590,Cobb County,GA,Jefferson County,AL,164,5335,5335000,1516,2015,2016,outflow,Cobb County-Jefferson County-AL-1516,"Jefferson County, AL"
16591,Cobb County,GA,Clarke County,GA,126,3155,3155000,1516,2015,2016,outflow,Cobb County-Clarke County-GA-1516,"Clarke County, GA"
16592,Cobb County,GA,San Diego County,CA,154,4372,4372000,1516,2015,2016,outflow,Cobb County-San Diego County-CA-1516,"San Diego County, CA"
16593,Cobb County,GA,Pickens County,GA,138,8266,8266000,1516,2015,2016,outflow,Cobb County-Pickens County-GA-1516,"Pickens County, GA"
16594,Cobb County,GA,Rockdale County,GA,149,2985,2985000,1516,2015,2016,outflow,Cobb County-Rockdale County-GA-1516,"Rockdale County, GA"
16595,Cobb County,GA,Greenville County,SC,141,5907,5907000,1516,2015,2016,outflow,Cobb County-Greenville County-SC-1516,"Greenville County, SC"
16596,Cobb County,GA,Floyd County,GA,166,3923,3923000,1516,2015,2016,outflow,Cobb County-Floyd County-GA-1516,"Floyd County, GA"
16597,Cobb County,GA,New York County,NY,102,6678,6678000,1516,2015,2016,outflow,Cobb County-New York County-NY-1516,"New York County, NY"
16598,Cobb County,GA,Muscogee County,GA,132,2493,2493000,1516,2015,2016,outflow,Cobb County-Muscogee County-GA-1516,"Muscogee County, GA"
16599,Cobb County,GA,Denver County,CO,88,4879,4879000,1516,2015,2016,outflow,Cobb County-Denver County-CO-1516,"Denver County, CO"
16600,Cobb County,GA,Newton County,GA,128,2417,2417000,1516,2015,2016,outflow,Cobb County-Newton County-GA-1516,"Newton County, GA"
16601,Cobb County,GA,Clark County,NV,111,3758,3758000,1516,2015,2016,outflow,Cobb County-Clark County-NV-1516,"Clark County, NV"
16602,Cobb County,GA,Charleston County,SC,103,4651,4651000,1516,2015,2016,outflow,Cobb County-Charleston County-SC-1516,"Charleston County, SC"
16603,Cobb County,GA,Bibb County,GA,109,2265,2265000,1516,2015,2016,outflow,Cobb County-Bibb County-GA-1516,"Bibb County, GA"
16604,Cobb County,GA,Fairfax County,VA,107,5583,5583000,1516,2015,2016,outflow,Cobb County-Fairfax County-VA-1516,"Fairfax County, VA"
16605,Cobb County,GA,Kings County,NY,76,3184,3184000,1516,2015,2016,outflow,Cobb County-Kings County-NY-1516,"Kings County, NY"
16606,Cobb County,GA,Lee County,FL,82,4266,4266000,1516,2015,2016,outflow,Cobb County-Lee County-FL-1516,"Lee County, FL"
16607,Cobb County,GA,Montgomery County,MD,121,4684,4684000,1516,2015,2016,outflow,Cobb County-Montgomery County-MD-1516,"Montgomery County, MD"
16608,Cobb County,GA,Collin County,TX,117,5056,5056000,1516,2015,2016,outflow,Cobb County-Collin County-TX-1516,"Collin County, TX"
16609,Cobb County,GA,Shelby County,TN,98,3007,3007000,1516,2015,2016,outflow,Cobb County-Shelby County-TN-1516,"Shelby County, TN"
16610,Cobb County,GA,Denton County,TX,117,6433,6433000,1516,2015,2016,outflow,Cobb County-Denton County-TX-1516,"Denton County, TX"
16611,Cobb County,GA,Houston County,GA,102,2567,2567000,1516,2015,2016,outflow,Cobb County-Houston County-GA-1516,"Houston County, GA"
16612,Cobb County,GA,Richmond County,GA,93,1361,1361000,1516,2015,2016,outflow,Cobb County-Richmond County-GA-1516,"Richmond County, GA"
16613,Cobb County,GA,Franklin County,OH,95,2938,2938000,1516,2015,2016,outflow,Cobb County-Franklin County-OH-1516,"Franklin County, OH"
16614,Cobb County,GA,Bay County,FL,79,3972,3972000,1516,2015,2016,outflow,Cobb County-Bay County-FL-1516,"Bay County, FL"
16615,Cobb County,GA,District of Columbia,DC,62,3169,3169000,1516,2015,2016,outflow,Cobb County-District of Columbia-DC-1516,"District of Columbia, DC"
16616,Cobb County,GA,Columbia County,GA,96,3228,3228000,1516,2015,2016,outflow,Cobb County-Columbia County-GA-1516,"Columbia County, GA"
16617,Cobb County,GA,Bexar County,TX,111,3259,3259000,1516,2015,2016,outflow,Cobb County-Bexar County-TX-1516,"Bexar County, TX"
16618,Cobb County,GA,Orange County,CA,93,3221,3221000,1516,2015,2016,outflow,Cobb County-Orange County-CA-1516,"Orange County, CA"
16619,Cobb County,GA,Wayne County,MI,93,1164,1164000,1516,2015,2016,outflow,Cobb County-Wayne County-MI-1516,"Wayne County, MI"
16620,Cobb County,GA,St. Johns County,FL,105,7832,7832000,1516,2015,2016,outflow,Cobb County-St. Johns County-FL-1516,"St. Johns County, FL"
16621,Cobb County,GA,Polk County,GA,101,1955,1955000,1516,2015,2016,outflow,Cobb County-Polk County-GA-1516,"Polk County, GA"
16622,Cobb County,GA,Walton County,GA,77,1622,1622000,1516,2015,2016,outflow,Cobb County-Walton County-GA-1516,"Walton County, GA"
16623,Cobb County,GA,Oakland County,MI,91,3779,3779000,1516,2015,2016,outflow,Cobb County-Oakland County-MI-1516,"Oakland County, MI"
16625,Cobb County,GA,Madison County,AL,80,3082,3082000,1516,2015,2016,outflow,Cobb County-Madison County-AL-1516,"Madison County, AL"
16626,Cobb County,GA,Santa Clara County,CA,96,7645,7645000,1516,2015,2016,outflow,Cobb County-Santa Clara County-CA-1516,"Santa Clara County, CA"
16627,Cobb County,GA,El Paso County,CO,88,2011,2011000,1516,2015,2016,outflow,Cobb County-El Paso County-CO-1516,"El Paso County, CO"
16628,Cobb County,GA,Seminole County,FL,82,2948,2948000,1516,2015,2016,outflow,Cobb County-Seminole County-FL-1516,"Seminole County, FL"
16629,Cobb County,GA,Volusia County,FL,80,2047,2047000,1516,2015,2016,outflow,Cobb County-Volusia County-FL-1516,"Volusia County, FL"
16630,Cobb County,GA,Gilmer County,GA,60,3344,3344000,1516,2015,2016,outflow,Cobb County-Gilmer County-GA-1516,"Gilmer County, GA"
16631,Cobb County,GA,Prince George's County,MD,62,1205,1205000,1516,2015,2016,outflow,Cobb County-Prince George's County-MD-1516,"Prince George's County, MD"
16632,Cobb County,GA,Gordon County,GA,85,2856,2856000,1516,2015,2016,outflow,Cobb County-Gordon County-GA-1516,"Gordon County, GA"
16633,Cobb County,GA,Queens County,NY,56,1516,1516000,1516,2015,2016,outflow,Cobb County-Queens County-NY-1516,"Queens County, NY"
16634,Cobb County,GA,Allegheny County,PA,85,3428,3428000,1516,2015,2016,outflow,Cobb County-Allegheny County-PA-1516,"Allegheny County, PA"
16635,Cobb County,GA,Brevard County,FL,78,2549,2549000,1516,2015,2016,outflow,Cobb County-Brevard County-FL-1516,"Brevard County, FL"
16636,Cobb County,GA,Manatee County,FL,79,4670,4670000,1516,2015,2016,outflow,Cobb County-Manatee County-FL-1516,"Manatee County, FL"
16637,Cobb County,GA,Sarasota County,FL,61,3803,3803000,1516,2015,2016,outflow,Cobb County-Sarasota County-FL-1516,"Sarasota County, FL"
16638,Cobb County,GA,Dougherty County,GA,58,1538,1538000,1516,2015,2016,outflow,Cobb County-Dougherty County-GA-1516,"Dougherty County, GA"
16639,Cobb County,GA,Cuyahoga County,OH,83,1743,1743000,1516,2015,2016,outflow,Cobb County-Cuyahoga County-OH-1516,"Cuyahoga County, OH"
16640,Cobb County,GA,Alameda County,CA,71,3877,3877000,1516,2015,2016,outflow,Cobb County-Alameda County-CA-1516,"Alameda County, CA"
16641,Cobb County,GA,Escambia County,FL,59,1623,1623000,1516,2015,2016,outflow,Cobb County-Escambia County-FL-1516,"Escambia County, FL"
16642,Cobb County,GA,Whitfield County,GA,84,1452,1452000,1516,2015,2016,outflow,Cobb County-Whitfield County-GA-1516,"Whitfield County, GA"
16643,Cobb County,GA,Orleans Parish,LA,68,1074,1074000,1516,2015,2016,outflow,Cobb County-Orleans Parish-LA-1516,"Orleans Parish, LA"
16644,Cobb County,GA,Williamson County,TN,90,5620,5620000,1516,2015,2016,outflow,Cobb County-Williamson County-TN-1516,"Williamson County, TN"
16645,Cobb County,GA,Hennepin County,MN,68,4110,4110000,1516,2015,2016,outflow,Cobb County-Hennepin County-MN-1516,"Hennepin County, MN"
16646,Cobb County,GA,Glynn County,GA,61,2533,2533000,1516,2015,2016,outflow,Cobb County-Glynn County-GA-1516,"Glynn County, GA"
16647,Cobb County,GA,Buncombe County,NC,57,2335,2335000,1516,2015,2016,outflow,Cobb County-Buncombe County-NC-1516,"Buncombe County, NC"
16648,Cobb County,GA,Beaufort County,SC,71,5493,5493000,1516,2015,2016,outflow,Cobb County-Beaufort County-SC-1516,"Beaufort County, SC"
16649,Cobb County,GA,Knox County,TN,63,1996,1996000,1516,2015,2016,outflow,Cobb County-Knox County-TN-1516,"Knox County, TN"
16650,Cobb County,GA,Fannin County,GA,70,5254,5254000,1516,2015,2016,outflow,Cobb County-Fannin County-GA-1516,"Fannin County, GA"
16651,Cobb County,GA,Cumberland County,NC,66,1055,1055000,1516,2015,2016,outflow,Cobb County-Cumberland County-NC-1516,"Cumberland County, NC"
16652,Cobb County,GA,Durham County,NC,57,2458,2458000,1516,2015,2016,outflow,Cobb County-Durham County-NC-1516,"Durham County, NC"
16653,Cobb County,GA,Guilford County,NC,66,2781,2781000,1516,2015,2016,outflow,Cobb County-Guilford County-NC-1516,"Guilford County, NC"
16654,Cobb County,GA,San Bernardino County,CA,55,1305,1305000,1516,2015,2016,outflow,Cobb County-San Bernardino County-CA-1516,"San Bernardino County, CA"
16655,Cobb County,GA,Pasco County,FL,64,1171,1171000,1516,2015,2016,outflow,Cobb County-Pasco County-FL-1516,"Pasco County, FL"
16656,Cobb County,GA,Barrow County,GA,49,1187,1187000,1516,2015,2016,outflow,Cobb County-Barrow County-GA-1516,"Barrow County, GA"
16657,Cobb County,GA,Mobile County,AL,68,1207,1207000,1516,2015,2016,outflow,Cobb County-Mobile County-AL-1516,"Mobile County, AL"
16658,Cobb County,GA,San Francisco County,CA,39,2133,2133000,1516,2015,2016,outflow,Cobb County-San Francisco County-CA-1516,"San Francisco County, CA"
16659,Cobb County,GA,Middlesex County,MA,52,3894,3894000,1516,2015,2016,outflow,Cobb County-Middlesex County-MA-1516,"Middlesex County, MA"
16660,Cobb County,GA,Multnomah County,OR,47,1965,1965000,1516,2015,2016,outflow,Cobb County-Multnomah County-OR-1516,"Multnomah County, OR"
16661,Cobb County,GA,Leon County,FL,49,1627,1627000,1516,2015,2016,outflow,Cobb County-Leon County-FL-1516,"Leon County, FL"
16662,Cobb County,GA,Polk County,FL,57,1636,1636000,1516,2015,2016,outflow,Cobb County-Polk County-FL-1516,"Polk County, FL"
16663,Cobb County,GA,Jefferson County,KY,46,1483,1483000,1516,2015,2016,outflow,Cobb County-Jefferson County-KY-1516,"Jefferson County, KY"
16664,Cobb County,GA,Richland County,SC,53,1526,1526000,1516,2015,2016,outflow,Cobb County-Richland County-SC-1516,"Richland County, SC"
16665,Cobb County,GA,Okaloosa County,FL,52,1325,1325000,1516,2015,2016,outflow,Cobb County-Okaloosa County-FL-1516,"Okaloosa County, FL"
16666,Cobb County,GA,Spalding County,GA,50,1450,1450000,1516,2015,2016,outflow,Cobb County-Spalding County-GA-1516,"Spalding County, GA"
