,y1_countyname,y1_state,y2_countyname,y2_state,n2_outflow,agi_perThou_outflow,agi_outflow,yr_range,year1,year2,mig_direction2,unique_tag,secondary_county
17099,DeKalb County,GA,Washtenaw County,MI,45,2103,2103000,1516,2015,2016,outflow,DeKalb County-Washtenaw County-MI-1516,"Washtenaw County, MI"
17100,DeKalb County,GA,Jackson County,MO,45,1067,1067000,1516,2015,2016,outflow,DeKalb County-Jackson County-MO-1516,"Jackson County, MO"
17101,DeKalb County,GA,Bell County,TX,41,683,683000,1516,2015,2016,outflow,DeKalb County-Bell County-TX-1516,"Bell County, TX"
17102,DeKalb County,GA,San Bernardino County,CA,30,748,748000,1516,2015,2016,outflow,DeKalb County-San Bernardino County-CA-1516,"San Bernardino County, CA"
17103,DeKalb County,GA,San Mateo County,CA,36,2258,2258000,1516,2015,2016,outflow,DeKalb County-San Mateo County-CA-1516,"San Mateo County, CA"
17104,DeKalb County,GA,St. Johns County,FL,48,3229,3229000,1516,2015,2016,outflow,DeKalb County-St. Johns County-FL-1516,"St. Johns County, FL"
17105,DeKalb County,GA,Gilmer County,GA,36,1209,1209000,1516,2015,2016,outflow,DeKalb County-Gilmer County-GA-1516,"Gilmer County, GA"
17106,DeKalb County,GA,Troup County,GA,33,535,535000,1516,2015,2016,outflow,DeKalb County-Troup County-GA-1516,"Troup County, GA"
17107,DeKalb County,GA,Bergen County,NJ,46,2022,2022000,1516,2015,2016,outflow,DeKalb County-Bergen County-NJ-1516,"Bergen County, NJ"
17108,DeKalb County,GA,Suffolk County,NY,46,639,639000,1516,2015,2016,outflow,DeKalb County-Suffolk County-NY-1516,"Suffolk County, NY"
17109,DeKalb County,GA,Summit County,OH,44,683,683000,1516,2015,2016,outflow,DeKalb County-Summit County-OH-1516,"Summit County, OH"
17110,DeKalb County,GA,Providence County,RI,33,868,868000,1516,2015,2016,outflow,DeKalb County-Providence County-RI-1516,"Providence County, RI"
17111,DeKalb County,GA,Norfolk city,VA,28,1235,1235000,1516,2015,2016,outflow,DeKalb County-Norfolk city-VA-1516,"Norfolk city, VA"
17112,DeKalb County,GA,New Castle County,DE,28,753,753000,1516,2015,2016,outflow,DeKalb County-New Castle County-DE-1516,"New Castle County, DE"
17113,DeKalb County,GA,Pickens County,GA,32,2282,2282000,1516,2015,2016,outflow,DeKalb County-Pickens County-GA-1516,"Pickens County, GA"
17114,DeKalb County,GA,Orange County,NC,35,1854,1854000,1516,2015,2016,outflow,DeKalb County-Orange County-NC-1516,"Orange County, NC"
17115,DeKalb County,GA,Richmond city,VA,42,1363,1363000,1516,2015,2016,outflow,DeKalb County-Richmond city-VA-1516,"Richmond city, VA"
17186,Douglas County,GA,Douglas County Total Migration-US and Foreign,GA,11226,230716,230716000,1516,2015,2016,outflow,Douglas County total migration-1516,"Douglas County Total Migration-US and Foreign, GA"
17192,Douglas County,GA,Cobb County,GA,2071,41114,41114000,1516,2015,2016,outflow,Douglas County-Cobb County-GA-1516,"Cobb County, GA"
17193,Douglas County,GA,Fulton County,GA,1305,25847,25847000,1516,2015,2016,outflow,Douglas County-Fulton County-GA-1516,"Fulton County, GA"
17194,Douglas County,GA,Carroll County,GA,1195,25789,25789000,1516,2015,2016,outflow,Douglas County-Carroll County-GA-1516,"Carroll County, GA"
17195,Douglas County,GA,Paulding County,GA,1176,20533,20533000,1516,2015,2016,outflow,Douglas County-Paulding County-GA-1516,"Paulding County, GA"
17196,Douglas County,GA,DeKalb County,GA,374,6882,6882000,1516,2015,2016,outflow,Douglas County-DeKalb County-GA-1516,"DeKalb County, GA"
17197,Douglas County,GA,Gwinnett County,GA,354,6366,6366000,1516,2015,2016,outflow,Douglas County-Gwinnett County-GA-1516,"Gwinnett County, GA"
17198,Douglas County,GA,Clayton County,GA,259,3897,3897000,1516,2015,2016,outflow,Douglas County-Clayton County-GA-1516,"Clayton County, GA"
17199,Douglas County,GA,Henry County,GA,160,2794,2794000,1516,2015,2016,outflow,Douglas County-Henry County-GA-1516,"Henry County, GA"
17200,Douglas County,GA,Cherokee County,GA,143,3702,3702000,1516,2015,2016,outflow,Douglas County-Cherokee County-GA-1516,"Cherokee County, GA"
17201,Douglas County,GA,Haralson County,GA,153,2648,2648000,1516,2015,2016,outflow,Douglas County-Haralson County-GA-1516,"Haralson County, GA"
17202,Douglas County,GA,Coweta County,GA,128,3502,3502000,1516,2015,2016,outflow,Douglas County-Coweta County-GA-1516,"Coweta County, GA"
17203,Douglas County,GA,Los Angeles County,CA,55,1210,1210000,1516,2015,2016,outflow,Douglas County-Los Angeles County-CA-1516,"Los Angeles County, CA"
17204,Douglas County,GA,Fayette County,GA,77,3230,3230000,1516,2015,2016,outflow,Douglas County-Fayette County-GA-1516,"Fayette County, GA"
17205,Douglas County,GA,Harris County,TX,63,1159,1159000,1516,2015,2016,outflow,Douglas County-Harris County-TX-1516,"Harris County, TX"
17206,Douglas County,GA,Broward County,FL,45,1111,1111000,1516,2015,2016,outflow,Douglas County-Broward County-FL-1516,"Broward County, FL"
17207,Douglas County,GA,Duval County,FL,49,917,917000,1516,2015,2016,outflow,Douglas County-Duval County-FL-1516,"Duval County, FL"
17208,Douglas County,GA,Polk County,GA,50,678,678000,1516,2015,2016,outflow,Douglas County-Polk County-GA-1516,"Polk County, GA"
17209,Douglas County,GA,Spalding County,GA,42,539,539000,1516,2015,2016,outflow,Douglas County-Spalding County-GA-1516,"Spalding County, GA"
17328,Fayette County,GA,Fayette County Total Migration-US and Foreign,GA,7227,260383,260383000,1516,2015,2016,outflow,Fayette County total migration-1516,"Fayette County Total Migration-US and Foreign, GA"
17334,Fayette County,GA,Coweta County,GA,1203,41796,41796000,1516,2015,2016,outflow,Fayette County-Coweta County-GA-1516,"Coweta County, GA"
17335,Fayette County,GA,Fulton County,GA,874,34802,34802000,1516,2015,2016,outflow,Fayette County-Fulton County-GA-1516,"Fulton County, GA"
17336,Fayette County,GA,Clayton County,GA,510,7866,7866000,1516,2015,2016,outflow,Fayette County-Clayton County-GA-1516,"Clayton County, GA"
17337,Fayette County,GA,Cobb County,GA,259,10559,10559000,1516,2015,2016,outflow,Fayette County-Cobb County-GA-1516,"Cobb County, GA"
17338,Fayette County,GA,DeKalb County,GA,239,7902,7902000,1516,2015,2016,outflow,Fayette County-DeKalb County-GA-1516,"DeKalb County, GA"
17339,Fayette County,GA,Henry County,GA,250,5327,5327000,1516,2015,2016,outflow,Fayette County-Henry County-GA-1516,"Henry County, GA"
17340,Fayette County,GA,Spalding County,GA,163,3965,3965000,1516,2015,2016,outflow,Fayette County-Spalding County-GA-1516,"Spalding County, GA"
17341,Fayette County,GA,Gwinnett County,GA,137,4163,4163000,1516,2015,2016,outflow,Fayette County-Gwinnett County-GA-1516,"Gwinnett County, GA"
17342,Fayette County,GA,Oakland County,MI,82,3073,3073000,1516,2015,2016,outflow,Fayette County-Oakland County-MI-1516,"Oakland County, MI"
17343,Fayette County,GA,Forsyth County,GA,59,1994,1994000,1516,2015,2016,outflow,Fayette County-Forsyth County-GA-1516,"Forsyth County, GA"
17344,Fayette County,GA,Meriwether County,GA,47,1189,1189000,1516,2015,2016,outflow,Fayette County-Meriwether County-GA-1516,"Meriwether County, GA"
17346,Fayette County,GA,Los Angeles County,CA,46,1747,1747000,1516,2015,2016,outflow,Fayette County-Los Angeles County-CA-1516,"Los Angeles County, CA"
17347,Fayette County,GA,Carroll County,GA,45,1052,1052000,1516,2015,2016,outflow,Fayette County-Carroll County-GA-1516,"Carroll County, GA"
17348,Fayette County,GA,Chatham County,GA,40,931,931000,1516,2015,2016,outflow,Fayette County-Chatham County-GA-1516,"Chatham County, GA"
17349,Fayette County,GA,Cherokee County,GA,31,2292,2292000,1516,2015,2016,outflow,Fayette County-Cherokee County-GA-1516,"Cherokee County, GA"
17383,Forsyth County,GA,Forsyth County Total Migration-US and Foreign,GA,11569,521058,521058000,1516,2015,2016,outflow,Forsyth County total migration-1516,"Forsyth County Total Migration-US and Foreign, GA"
17389,Forsyth County,GA,Fulton County,GA,1992,118731,118731000,1516,2015,2016,outflow,Forsyth County-Fulton County-GA-1516,"Fulton County, GA"
17390,Forsyth County,GA,Gwinnett County,GA,1358,47312,47312000,1516,2015,2016,outflow,Forsyth County-Gwinnett County-GA-1516,"Gwinnett County, GA"
17391,Forsyth County,GA,Dawson County,GA,734,31665,31665000,1516,2015,2016,outflow,Forsyth County-Dawson County-GA-1516,"Dawson County, GA"
17392,Forsyth County,GA,Hall County,GA,661,20377,20377000,1516,2015,2016,outflow,Forsyth County-Hall County-GA-1516,"Hall County, GA"
17393,Forsyth County,GA,Cherokee County,GA,643,30139,30139000,1516,2015,2016,outflow,Forsyth County-Cherokee County-GA-1516,"Cherokee County, GA"
17394,Forsyth County,GA,DeKalb County,GA,364,16863,16863000,1516,2015,2016,outflow,Forsyth County-DeKalb County-GA-1516,"DeKalb County, GA"
17395,Forsyth County,GA,Cobb County,GA,355,13789,13789000,1516,2015,2016,outflow,Forsyth County-Cobb County-GA-1516,"Cobb County, GA"
17396,Forsyth County,GA,Lumpkin County,GA,284,6613,6613000,1516,2015,2016,outflow,Forsyth County-Lumpkin County-GA-1516,"Lumpkin County, GA"
17397,Forsyth County,GA,Pickens County,GA,90,4793,4793000,1516,2015,2016,outflow,Forsyth County-Pickens County-GA-1516,"Pickens County, GA"
17398,Forsyth County,GA,Barrow County,GA,65,2194,2194000,1516,2015,2016,outflow,Forsyth County-Barrow County-GA-1516,"Barrow County, GA"
17399,Forsyth County,GA,Clarke County,GA,49,1184,1184000,1516,2015,2016,outflow,Forsyth County-Clarke County-GA-1516,"Clarke County, GA"
17400,Forsyth County,GA,Maricopa County,AZ,62,2570,2570000,1516,2015,2016,outflow,Forsyth County-Maricopa County-AZ-1516,"Maricopa County, AZ"
17401,Forsyth County,GA,Broward County,FL,55,2760,2760000,1516,2015,2016,outflow,Forsyth County-Broward County-FL-1516,"Broward County, FL"
17402,Forsyth County,GA,Jackson County,GA,71,2129,2129000,1516,2015,2016,outflow,Forsyth County-Jackson County-GA-1516,"Jackson County, GA"
17403,Forsyth County,GA,Harris County,TX,61,4833,4833000,1516,2015,2016,outflow,Forsyth County-Harris County-TX-1516,"Harris County, TX"
17405,Forsyth County,GA,Pinellas County,FL,55,2418,2418000,1516,2015,2016,outflow,Forsyth County-Pinellas County-FL-1516,"Pinellas County, FL"
17406,Forsyth County,GA,Chatham County,GA,39,1706,1706000,1516,2015,2016,outflow,Forsyth County-Chatham County-GA-1516,"Chatham County, GA"
17407,Forsyth County,GA,Duval County,FL,44,2669,2669000,1516,2015,2016,outflow,Forsyth County-Duval County-FL-1516,"Duval County, FL"
17408,Forsyth County,GA,White County,GA,55,1475,1475000,1516,2015,2016,outflow,Forsyth County-White County-GA-1516,"White County, GA"
17409,Forsyth County,GA,Davidson County,TN,37,1829,1829000,1516,2015,2016,outflow,Forsyth County-Davidson County-TN-1516,"Davidson County, TN"
17410,Forsyth County,GA,Los Angeles County,CA,52,1376,1376000,1516,2015,2016,outflow,Forsyth County-Los Angeles County-CA-1516,"Los Angeles County, CA"
17411,Forsyth County,GA,St. Johns County,FL,53,2108,2108000,1516,2015,2016,outflow,Forsyth County-St. Johns County-FL-1516,"St. Johns County, FL"
17412,Forsyth County,GA,Hillsborough County,FL,46,1764,1764000,1516,2015,2016,outflow,Forsyth County-Hillsborough County-FL-1516,"Hillsborough County, FL"
17413,Forsyth County,GA,Lee County,FL,34,1449,1449000,1516,2015,2016,outflow,Forsyth County-Lee County-FL-1516,"Lee County, FL"
17414,Forsyth County,GA,Palm Beach County,FL,41,1580,1580000,1516,2015,2016,outflow,Forsyth County-Palm Beach County-FL-1516,"Palm Beach County, FL"
17415,Forsyth County,GA,Habersham County,GA,42,1584,1584000,1516,2015,2016,outflow,Forsyth County-Habersham County-GA-1516,"Habersham County, GA"
17416,Forsyth County,GA,Henry County,GA,44,1373,1373000,1516,2015,2016,outflow,Forsyth County-Henry County-GA-1516,"Henry County, GA"
17417,Forsyth County,GA,Wake County,NC,65,2222,2222000,1516,2015,2016,outflow,Forsyth County-Wake County-NC-1516,"Wake County, NC"
17418,Forsyth County,GA,Charleston County,SC,37,1602,1602000,1516,2015,2016,outflow,Forsyth County-Charleston County-SC-1516,"Charleston County, SC"
17445,Fulton County,GA,Fulton County Total Migration-US and Foreign,GA,81458,3288646,3288646000,1516,2015,2016,outflow,Fulton County total migration-1516,"Fulton County Total Migration-US and Foreign, GA"
17451,Fulton County,GA,DeKalb County,GA,15284,581859,581859000,1516,2015,2016,outflow,Fulton County-DeKalb County-GA-1516,"DeKalb County, GA"
17452,Fulton County,GA,Cobb County,GA,8892,349591,349591000,1516,2015,2016,outflow,Fulton County-Cobb County-GA-1516,"Cobb County, GA"
17453,Fulton County,GA,Gwinnett County,GA,6623,181298,181298000,1516,2015,2016,outflow,Fulton County-Gwinnett County-GA-1516,"Gwinnett County, GA"
17454,Fulton County,GA,Clayton County,GA,7117,76405,76405000,1516,2015,2016,outflow,Fulton County-Clayton County-GA-1516,"Clayton County, GA"
17455,Fulton County,GA,Forsyth County,GA,5731,238438,238438000,1516,2015,2016,outflow,Fulton County-Forsyth County-GA-1516,"Forsyth County, GA"
17456,Fulton County,GA,Cherokee County,GA,2265,97119,97119000,1516,2015,2016,outflow,Fulton County-Cherokee County-GA-1516,"Cherokee County, GA"
17457,Fulton County,GA,Douglas County,GA,1442,26579,26579000,1516,2015,2016,outflow,Fulton County-Douglas County-GA-1516,"Douglas County, GA"
17458,Fulton County,GA,Henry County,GA,1255,25608,25608000,1516,2015,2016,outflow,Fulton County-Henry County-GA-1516,"Henry County, GA"
17459,Fulton County,GA,Fayette County,GA,1213,33613,33613000,1516,2015,2016,outflow,Fulton County-Fayette County-GA-1516,"Fayette County, GA"
17460,Fulton County,GA,Los Angeles County,CA,681,29398,29398000,1516,2015,2016,outflow,Fulton County-Los Angeles County-CA-1516,"Los Angeles County, CA"
17461,Fulton County,GA,Coweta County,GA,919,24224,24224000,1516,2015,2016,outflow,Fulton County-Coweta County-GA-1516,"Coweta County, GA"
17462,Fulton County,GA,Cook County,IL,591,31393,31393000,1516,2015,2016,outflow,Fulton County-Cook County-IL-1516,"Cook County, IL"
17463,Fulton County,GA,New York County,NY,434,42952,42952000,1516,2015,2016,outflow,Fulton County-New York County-NY-1516,"New York County, NY"
17465,Fulton County,GA,Mecklenburg County,NC,446,21005,21005000,1516,2015,2016,outflow,Fulton County-Mecklenburg County-NC-1516,"Mecklenburg County, NC"
17466,Fulton County,GA,Broward County,FL,383,39879,39879000,1516,2015,2016,outflow,Fulton County-Broward County-FL-1516,"Broward County, FL"
17467,Fulton County,GA,King County,WA,367,26342,26342000,1516,2015,2016,outflow,Fulton County-King County-WA-1516,"King County, WA"
17468,Fulton County,GA,Harris County,TX,379,46500,46500000,1516,2015,2016,outflow,Fulton County-Harris County-TX-1516,"Harris County, TX"
17469,Fulton County,GA,Hillsborough County,FL,367,21971,21971000,1516,2015,2016,outflow,Fulton County-Hillsborough County-FL-1516,"Hillsborough County, FL"
17470,Fulton County,GA,Paulding County,GA,422,10214,10214000,1516,2015,2016,outflow,Fulton County-Paulding County-GA-1516,"Paulding County, GA"
17471,Fulton County,GA,Miami-Dade County,FL,385,29702,29702000,1516,2015,2016,outflow,Fulton County-Miami-Dade County-FL-1516,"Miami-Dade County, FL"
17472,Fulton County,GA,Dallas County,TX,380,30023,30023000,1516,2015,2016,outflow,Fulton County-Dallas County-TX-1516,"Dallas County, TX"
17473,Fulton County,GA,Travis County,TX,380,11572,11572000,1516,2015,2016,outflow,Fulton County-Travis County-TX-1516,"Travis County, TX"
17474,Fulton County,GA,Davidson County,TN,275,19439,19439000,1516,2015,2016,outflow,Fulton County-Davidson County-TN-1516,"Davidson County, TN"
17475,Fulton County,GA,Kings County,NY,246,8693,8693000,1516,2015,2016,outflow,Fulton County-Kings County-NY-1516,"Kings County, NY"
17476,Fulton County,GA,San Francisco County,CA,226,25599,25599000,1516,2015,2016,outflow,Fulton County-San Francisco County-CA-1516,"San Francisco County, CA"
17477,Fulton County,GA,Hall County,GA,330,15708,15708000,1516,2015,2016,outflow,Fulton County-Hall County-GA-1516,"Hall County, GA"
17478,Fulton County,GA,Duval County,FL,305,14409,14409000,1516,2015,2016,outflow,Fulton County-Duval County-FL-1516,"Duval County, FL"
17479,Fulton County,GA,Orange County,FL,320,13582,13582000,1516,2015,2016,outflow,Fulton County-Orange County-FL-1516,"Orange County, FL"
17480,Fulton County,GA,Clarke County,GA,237,7170,7170000,1516,2015,2016,outflow,Fulton County-Clarke County-GA-1516,"Clarke County, GA"
17481,Fulton County,GA,District of Columbia,DC,214,16077,16077000,1516,2015,2016,outflow,Fulton County-District of Columbia-DC-1516,"District of Columbia, DC"
17482,Fulton County,GA,Palm Beach County,FL,292,25288,25288000,1516,2015,2016,outflow,Fulton County-Palm Beach County-FL-1516,"Palm Beach County, FL"
17483,Fulton County,GA,San Diego County,CA,239,15610,15610000,1516,2015,2016,outflow,Fulton County-San Diego County-CA-1516,"San Diego County, CA"
17484,Fulton County,GA,Chatham County,GA,281,10887,10887000,1516,2015,2016,outflow,Fulton County-Chatham County-GA-1516,"Chatham County, GA"
17485,Fulton County,GA,Rockdale County,GA,300,6804,6804000,1516,2015,2016,outflow,Fulton County-Rockdale County-GA-1516,"Rockdale County, GA"
17486,Fulton County,GA,Pinellas County,FL,246,19016,19016000,1516,2015,2016,outflow,Fulton County-Pinellas County-FL-1516,"Pinellas County, FL"
17487,Fulton County,GA,Maricopa County,AZ,268,16251,16251000,1516,2015,2016,outflow,Fulton County-Maricopa County-AZ-1516,"Maricopa County, AZ"
17488,Fulton County,GA,Santa Clara County,CA,249,15663,15663000,1516,2015,2016,outflow,Fulton County-Santa Clara County-CA-1516,"Santa Clara County, CA"
17489,Fulton County,GA,Denver County,CO,188,13730,13730000,1516,2015,2016,outflow,Fulton County-Denver County-CO-1516,"Denver County, CO"
17490,Fulton County,GA,Charleston County,SC,232,16483,16483000,1516,2015,2016,outflow,Fulton County-Charleston County-SC-1516,"Charleston County, SC"
17491,Fulton County,GA,Newton County,GA,243,4901,4901000,1516,2015,2016,outflow,Fulton County-Newton County-GA-1516,"Newton County, GA"
17492,Fulton County,GA,Jefferson County,AL,214,8670,8670000,1516,2015,2016,outflow,Fulton County-Jefferson County-AL-1516,"Jefferson County, AL"
17493,Fulton County,GA,Wake County,NC,232,11438,11438000,1516,2015,2016,outflow,Fulton County-Wake County-NC-1516,"Wake County, NC"
17494,Fulton County,GA,Alameda County,CA,192,9828,9828000,1516,2015,2016,outflow,Fulton County-Alameda County-CA-1516,"Alameda County, CA"
17495,Fulton County,GA,Philadelphia County,PA,158,6858,6858000,1516,2015,2016,outflow,Fulton County-Philadelphia County-PA-1516,"Philadelphia County, PA"
17496,Fulton County,GA,Richmond County,GA,180,3696,3696000,1516,2015,2016,outflow,Fulton County-Richmond County-GA-1516,"Richmond County, GA"
17497,Fulton County,GA,Hamilton County,TN,159,5684,5684000,1516,2015,2016,outflow,Fulton County-Hamilton County-TN-1516,"Hamilton County, TN"
17498,Fulton County,GA,Muscogee County,GA,189,4358,4358000,1516,2015,2016,outflow,Fulton County-Muscogee County-GA-1516,"Muscogee County, GA"
17499,Fulton County,GA,Montgomery County,MD,166,8137,8137000,1516,2015,2016,outflow,Fulton County-Montgomery County-MD-1516,"Montgomery County, MD"
17500,Fulton County,GA,Tarrant County,TX,196,9120,9120000,1516,2015,2016,outflow,Fulton County-Tarrant County-TX-1516,"Tarrant County, TX"
17501,Fulton County,GA,Collin County,TX,207,12018,12018000,1516,2015,2016,outflow,Fulton County-Collin County-TX-1516,"Collin County, TX"
17502,Fulton County,GA,Suffolk County,MA,126,9036,9036000,1516,2015,2016,outflow,Fulton County-Suffolk County-MA-1516,"Suffolk County, MA"
17503,Fulton County,GA,Shelby County,TN,176,7797,7797000,1516,2015,2016,outflow,Fulton County-Shelby County-TN-1516,"Shelby County, TN"
17504,Fulton County,GA,Clark County,NV,151,11274,11274000,1516,2015,2016,outflow,Fulton County-Clark County-NV-1516,"Clark County, NV"
17505,Fulton County,GA,Fairfax County,VA,186,8867,8867000,1516,2015,2016,outflow,Fulton County-Fairfax County-VA-1516,"Fairfax County, VA"
17506,Fulton County,GA,Middlesex County,MA,158,9875,9875000,1516,2015,2016,outflow,Fulton County-Middlesex County-MA-1516,"Middlesex County, MA"
17507,Fulton County,GA,Orleans Parish,LA,142,3581,3581000,1516,2015,2016,outflow,Fulton County-Orleans Parish-LA-1516,"Orleans Parish, LA"
17508,Fulton County,GA,Orange County,CA,178,11103,11103000,1516,2015,2016,outflow,Fulton County-Orange County-CA-1516,"Orange County, CA"
17509,Fulton County,GA,Carroll County,GA,155,3130,3130000,1516,2015,2016,outflow,Fulton County-Carroll County-GA-1516,"Carroll County, GA"
17510,Fulton County,GA,Wayne County,MI,143,2686,2686000,1516,2015,2016,outflow,Fulton County-Wayne County-MI-1516,"Wayne County, MI"
17511,Fulton County,GA,Greenville County,SC,156,7979,7979000,1516,2015,2016,outflow,Fulton County-Greenville County-SC-1516,"Greenville County, SC"
17512,Fulton County,GA,Queens County,NY,126,3609,3609000,1516,2015,2016,outflow,Fulton County-Queens County-NY-1516,"Queens County, NY"
17513,Fulton County,GA,Spalding County,GA,165,3693,3693000,1516,2015,2016,outflow,Fulton County-Spalding County-GA-1516,"Spalding County, GA"
17514,Fulton County,GA,Franklin County,OH,140,4616,4616000,1516,2015,2016,outflow,Fulton County-Franklin County-OH-1516,"Franklin County, OH"
17515,Fulton County,GA,Bibb County,GA,116,3443,3443000,1516,2015,2016,outflow,Fulton County-Bibb County-GA-1516,"Bibb County, GA"
17516,Fulton County,GA,Hennepin County,MN,124,5382,5382000,1516,2015,2016,outflow,Fulton County-Hennepin County-MN-1516,"Hennepin County, MN"
17517,Fulton County,GA,Prince George's County,MD,126,2812,2812000,1516,2015,2016,outflow,Fulton County-Prince George's County-MD-1516,"Prince George's County, MD"
17518,Fulton County,GA,Cuyahoga County,OH,106,3809,3809000,1516,2015,2016,outflow,Fulton County-Cuyahoga County-OH-1516,"Cuyahoga County, OH"
17519,Fulton County,GA,Allegheny County,PA,121,5293,5293000,1516,2015,2016,outflow,Fulton County-Allegheny County-PA-1516,"Allegheny County, PA"
17520,Fulton County,GA,Glynn County,GA,127,6658,6658000,1516,2015,2016,outflow,Fulton County-Glynn County-GA-1516,"Glynn County, GA"
17521,Fulton County,GA,Buncombe County,NC,102,5627,5627000,1516,2015,2016,outflow,Fulton County-Buncombe County-NC-1516,"Buncombe County, NC"
17522,Fulton County,GA,Arlington County,VA,99,6079,6079000,1516,2015,2016,outflow,Fulton County-Arlington County-VA-1516,"Arlington County, VA"
17523,Fulton County,GA,Durham County,NC,110,4531,4531000,1516,2015,2016,outflow,Fulton County-Durham County-NC-1516,"Durham County, NC"
17524,Fulton County,GA,Bartow County,GA,130,3042,3042000,1516,2015,2016,outflow,Fulton County-Bartow County-GA-1516,"Bartow County, GA"
17525,Fulton County,GA,Hudson County,NJ,108,5531,5531000,1516,2015,2016,outflow,Fulton County-Hudson County-NJ-1516,"Hudson County, NJ"
17526,Fulton County,GA,Oakland County,MI,114,4729,4729000,1516,2015,2016,outflow,Fulton County-Oakland County-MI-1516,"Oakland County, MI"
17527,Fulton County,GA,Dawson County,GA,121,8921,8921000,1516,2015,2016,outflow,Fulton County-Dawson County-GA-1516,"Dawson County, GA"
17528,Fulton County,GA,Walton County,GA,116,3080,3080000,1516,2015,2016,outflow,Fulton County-Walton County-GA-1516,"Walton County, GA"
17529,Fulton County,GA,Hamilton County,OH,104,3044,3044000,1516,2015,2016,outflow,Fulton County-Hamilton County-OH-1516,"Hamilton County, OH"
17530,Fulton County,GA,Knox County,TN,87,3248,3248000,1516,2015,2016,outflow,Fulton County-Knox County-TN-1516,"Knox County, TN"
17531,Fulton County,GA,Marion County,IN,88,3437,3437000,1516,2015,2016,outflow,Fulton County-Marion County-IN-1516,"Marion County, IN"
17532,Fulton County,GA,Bexar County,TX,111,2719,2719000,1516,2015,2016,outflow,Fulton County-Bexar County-TX-1516,"Bexar County, TX"
17533,Fulton County,GA,Multnomah County,OR,91,4744,4744000,1516,2015,2016,outflow,Fulton County-Multnomah County-OR-1516,"Multnomah County, OR"
17534,Fulton County,GA,St. Johns County,FL,120,13864,13864000,1516,2015,2016,outflow,Fulton County-St. Johns County-FL-1516,"St. Johns County, FL"
17535,Fulton County,GA,Beaufort County,SC,99,18182,18182000,1516,2015,2016,outflow,Fulton County-Beaufort County-SC-1516,"Beaufort County, SC"
17536,Fulton County,GA,Jefferson County,KY,90,7406,7406000,1516,2015,2016,outflow,Fulton County-Jefferson County-KY-1516,"Jefferson County, KY"
17537,Fulton County,GA,Fairfield County,CT,108,12774,12774000,1516,2015,2016,outflow,Fulton County-Fairfield County-CT-1516,"Fairfield County, CT"
17538,Fulton County,GA,Sarasota County,FL,91,11607,11607000,1516,2015,2016,outflow,Fulton County-Sarasota County-FL-1516,"Sarasota County, FL"
17539,Fulton County,GA,San Mateo County,CA,83,6972,6972000,1516,2015,2016,outflow,Fulton County-San Mateo County-CA-1516,"San Mateo County, CA"
17540,Fulton County,GA,Denton County,TX,113,6836,6836000,1516,2015,2016,outflow,Fulton County-Denton County-TX-1516,"Denton County, TX"
17541,Fulton County,GA,Collier County,FL,91,15929,15929000,1516,2015,2016,outflow,Fulton County-Collier County-FL-1516,"Collier County, FL"
17542,Fulton County,GA,Lee County,FL,86,7042,7042000,1516,2015,2016,outflow,Fulton County-Lee County-FL-1516,"Lee County, FL"
17543,Fulton County,GA,Houston County,GA,92,2021,2021000,1516,2015,2016,outflow,Fulton County-Houston County-GA-1516,"Houston County, GA"
17544,Fulton County,GA,Williamson County,TN,108,6479,6479000,1516,2015,2016,outflow,Fulton County-Williamson County-TN-1516,"Williamson County, TN"
17545,Fulton County,GA,Contra Costa County,CA,72,3728,3728000,1516,2015,2016,outflow,Fulton County-Contra Costa County-CA-1516,"Contra Costa County, CA"
17546,Fulton County,GA,Madison County,AL,82,2023,2023000,1516,2015,2016,outflow,Fulton County-Madison County-AL-1516,"Madison County, AL"
17547,Fulton County,GA,Escambia County,FL,85,2356,2356000,1516,2015,2016,outflow,Fulton County-Escambia County-FL-1516,"Escambia County, FL"
17548,Fulton County,GA,Sacramento County,CA,86,1995,1995000,1516,2015,2016,outflow,Fulton County-Sacramento County-CA-1516,"Sacramento County, CA"
17549,Fulton County,GA,Baltimore city,MD,83,2474,2474000,1516,2015,2016,outflow,Fulton County-Baltimore city-MD-1516,"Baltimore city, MD"
17550,Fulton County,GA,Middlesex County,NJ,101,3868,3868000,1516,2015,2016,outflow,Fulton County-Middlesex County-NJ-1516,"Middlesex County, NJ"
17551,Fulton County,GA,Manatee County,FL,79,6845,6845000,1516,2015,2016,outflow,Fulton County-Manatee County-FL-1516,"Manatee County, FL"
17552,Fulton County,GA,Columbia County,GA,73,2224,2224000,1516,2015,2016,outflow,Fulton County-Columbia County-GA-1516,"Columbia County, GA"
17553,Fulton County,GA,Brevard County,FL,88,2946,2946000,1516,2015,2016,outflow,Fulton County-Brevard County-FL-1516,"Brevard County, FL"
17554,Fulton County,GA,Volusia County,FL,73,5137,5137000,1516,2015,2016,outflow,Fulton County-Volusia County-FL-1516,"Volusia County, FL"
17555,Fulton County,GA,Barrow County,GA,89,2848,2848000,1516,2015,2016,outflow,Fulton County-Barrow County-GA-1516,"Barrow County, GA"
17556,Fulton County,GA,Richland County,SC,82,2205,2205000,1516,2015,2016,outflow,Fulton County-Richland County-SC-1516,"Richland County, SC"
