,unique_tag,secondary_county_y,yr_range,year1,year2,n2_inflow,agi_inflow,n2_outflow,agi_outflow,n2_net,agi_net,arc_county,unique_tag2
3588,Cobb County-Collin County-TX-1920,"Collin County, TX",1920,2019,2020,85,4995000,129,6141000,-44,-1146000,Cobb County,Cobb County-Collin County-TX
3589,Cobb County-Montgomery County-MD-1920,"Montgomery County, MD",1920,2019,2020,77,3591000,77,2657000,0,934000,Cobb County,Cobb County-Montgomery County-MD
3590,Cobb County-Fort Bend County-TX-1920,"Fort Bend County, TX",1920,2019,2020,105,3869000,51,1464000,54,2405000,Cobb County,Cobb County-Fort Bend County-TX
3591,Cobb County-Seminole County-FL-1920,"Seminole County, FL",1920,2019,2020,62,2587000,105,4003000,-43,-1416000,Cobb County,Cobb County-Seminole County-FL
3592,Cobb County-Marion County-IN-1920,"Marion County, IN",1920,2019,2020,67,1629000,41,1377000,26,252000,Cobb County,Cobb County-Marion County-IN
3593,Cobb County-Guilford County-NC-1920,"Guilford County, NC",1920,2019,2020,52,1793000,68,2967000,-16,-1174000,Cobb County,Cobb County-Guilford County-NC
3594,Cobb County-Barrow County-GA-1920,"Barrow County, GA",1920,2019,2020,50,1255000,66,1869000,-16,-614000,Cobb County,Cobb County-Barrow County-GA
3595,Cobb County-Virginia Beach city-VA-1920,"Virginia Beach city, VA",1920,2019,2020,71,3399000,42,1576000,29,1823000,Cobb County,Cobb County-Virginia Beach city-VA
3596,Cobb County-Madison County-AL-1920,"Madison County, AL",1920,2019,2020,64,2444000,97,3209000,-33,-765000,Cobb County,Cobb County-Madison County-AL
3597,Cobb County-Suffolk County-MA-1920,"Suffolk County, MA",1920,2019,2020,49,3153000,34,1456000,15,1697000,Cobb County,Cobb County-Suffolk County-MA
3598,Cobb County-Bay County-FL-1920,"Bay County, FL",1920,2019,2020,58,1508000,57,2845000,1,-1337000,Cobb County,Cobb County-Bay County-FL
3599,Cobb County-Glynn County-GA-1920,"Glynn County, GA",1920,2019,2020,60,1912000,61,4921000,-1,-3009000,Cobb County,Cobb County-Glynn County-GA
3600,Cobb County-Hennepin County-MN-1920,"Hennepin County, MN",1920,2019,2020,67,3388000,52,5192000,15,-1804000,Cobb County,Cobb County-Hennepin County-MN
3601,Cobb County-Arapahoe County-CO-1920,"Arapahoe County, CO",1920,2019,2020,60,1856000,54,1849000,6,7000,Cobb County,Cobb County-Arapahoe County-CO
3602,Cobb County-Polk County-FL-1920,"Polk County, FL",1920,2019,2020,58,1957000,59,1710000,-1,247000,Cobb County,Cobb County-Polk County-FL
3603,Cobb County-Bulloch County-GA-1920,"Bulloch County, GA",1920,2019,2020,58,1502000,37,1086000,21,416000,Cobb County,Cobb County-Bulloch County-GA
3604,Cobb County-Baltimore County-MD-1920,"Baltimore County, MD",1920,2019,2020,56,1962000,36,1184000,20,778000,Cobb County,Cobb County-Baltimore County-MD
3605,Cobb County-Durham County-NC-1920,"Durham County, NC",1920,2019,2020,49,1569000,39,1968000,10,-399000,Cobb County,Cobb County-Durham County-NC
3606,Cobb County-Rutherford County-TN-1920,"Rutherford County, TN",1920,2019,2020,54,1512000,74,1923000,-20,-411000,Cobb County,Cobb County-Rutherford County-TN
3607,Cobb County-Salt Lake County-UT-1920,"Salt Lake County, UT",1920,2019,2020,62,2544000,57,2615000,5,-71000,Cobb County,Cobb County-Salt Lake County-UT
3608,Cobb County-San Bernardino County-CA-1920,"San Bernardino County, CA",1920,2019,2020,67,1689000,44,878000,23,811000,Cobb County,Cobb County-San Bernardino County-CA
3609,Cobb County-Manatee County-FL-1920,"Manatee County, FL",1920,2019,2020,59,2761000,80,6708000,-21,-3947000,Cobb County,Cobb County-Manatee County-FL
3610,Cobb County-Osceola County-FL-1920,"Osceola County, FL",1920,2019,2020,76,1509000,49,1455000,27,54000,Cobb County,Cobb County-Osceola County-FL
3611,Cobb County-Gordon County-GA-1920,"Gordon County, GA",1920,2019,2020,46,2008000,146,4587000,-100,-2579000,Cobb County,Cobb County-Gordon County-GA
3612,Cobb County-Jackson County-GA-1920,"Jackson County, GA",1920,2019,2020,51,1217000,51,1957000,0,-740000,Cobb County,Cobb County-Jackson County-GA
3613,Cobb County-Denver County-CO-1920,"Denver County, CO",1920,2019,2020,49,1605000,66,2386000,-17,-781000,Cobb County,Cobb County-Denver County-CO
3614,Cobb County-Alachua County-FL-1920,"Alachua County, FL",1920,2019,2020,40,1115000,34,1451000,6,-336000,Cobb County,Cobb County-Alachua County-FL
3615,Cobb County-Buncombe County-NC-1920,"Buncombe County, NC",1920,2019,2020,39,1763000,68,3605000,-29,-1842000,Cobb County,Cobb County-Buncombe County-NC
3616,Cobb County-Denton County-TX-1920,"Denton County, TX",1920,2019,2020,71,2778000,84,3971000,-13,-1193000,Cobb County,Cobb County-Denton County-TX
3617,Cobb County-Loudoun County-VA-1920,"Loudoun County, VA",1920,2019,2020,66,4854000,46,2314000,20,2540000,Cobb County,Cobb County-Loudoun County-VA
3618,Cobb County-Pierce County-WA-1920,"Pierce County, WA",1920,2019,2020,77,1757000,41,1020000,36,737000,Cobb County,Cobb County-Pierce County-WA
3619,Cobb County-Orleans Parish-LA-1920,"Orleans Parish, LA",1920,2019,2020,48,1654000,47,1140000,1,514000,Cobb County,Cobb County-Orleans Parish-LA
3620,Cobb County-Baldwin County-AL-1920,"Baldwin County, AL",1920,2019,2020,48,2274000,70,4102000,-22,-1828000,Cobb County,Cobb County-Baldwin County-AL
3621,Cobb County-Shelby County-AL-1920,"Shelby County, AL",1920,2019,2020,53,1915000,75,4369000,-22,-2454000,Cobb County,Cobb County-Shelby County-AL
3622,Cobb County-Monroe County-NY-1920,"Monroe County, NY",1920,2019,2020,49,1196000,32,808000,17,388000,Cobb County,Cobb County-Monroe County-NY
3623,Cobb County-Lake County-FL-1920,"Lake County, FL",1920,2019,2020,48,1234000,47,2049000,1,-815000,Cobb County,Cobb County-Lake County-FL
3624,Cobb County-Jefferson County-KY-1920,"Jefferson County, KY",1920,2019,2020,47,2343000,46,1688000,1,655000,Cobb County,Cobb County-Jefferson County-KY
3625,Cobb County-Beaufort County-SC-1920,"Beaufort County, SC",1920,2019,2020,44,2508000,125,10924000,-81,-8416000,Cobb County,Cobb County-Beaufort County-SC
3626,Cobb County-Haralson County-GA-1920,"Haralson County, GA",1920,2019,2020,38,750000,81,2074000,-43,-1324000,Cobb County,Cobb County-Haralson County-GA
3627,Cobb County-East Baton Rouge Parish-LA-1920,"East Baton Rouge Parish, LA",1920,2019,2020,47,1157000,44,965000,3,192000,Cobb County,Cobb County-East Baton Rouge Parish-LA
3628,Cobb County-Tuscaloosa County-AL-1920,"Tuscaloosa County, AL",1920,2019,2020,45,2538000,28,762000,17,1776000,Cobb County,Cobb County-Tuscaloosa County-AL
3629,Cobb County-Troup County-GA-1920,"Troup County, GA",1920,2019,2020,35,1055000,51,2154000,-16,-1099000,Cobb County,Cobb County-Troup County-GA
3630,Cobb County-Cumberland County-NC-1920,"Cumberland County, NC",1920,2019,2020,38,1248000,58,693000,-20,555000,Cobb County,Cobb County-Cumberland County-NC
3631,Cobb County-Sacramento County-CA-1920,"Sacramento County, CA",1920,2019,2020,41,1447000,35,1122000,6,325000,Cobb County,Cobb County-Sacramento County-CA
3632,Cobb County-El Paso County-CO-1920,"El Paso County, CO",1920,2019,2020,43,1215000,64,1987000,-21,-772000,Cobb County,Cobb County-El Paso County-CO
3633,Cobb County-Oconee County-GA-1920,"Oconee County, GA",1920,2019,2020,46,2167000,44,1574000,2,593000,Cobb County,Cobb County-Oconee County-GA
3634,Cobb County-Spalding County-GA-1920,"Spalding County, GA",1920,2019,2020,46,946000,58,2371000,-12,-1425000,Cobb County,Cobb County-Spalding County-GA
3635,Cobb County-Jefferson Parish-LA-1920,"Jefferson Parish, LA",1920,2019,2020,40,819000,41,921000,-1,-102000,Cobb County,Cobb County-Jefferson Parish-LA
3636,Cobb County-Williamson County-TN-1920,"Williamson County, TN",1920,2019,2020,66,3258000,80,4831000,-14,-1573000,Cobb County,Cobb County-Williamson County-TN
3637,Cobb County-Calhoun County-AL-1920,"Calhoun County, AL",1920,2019,2020,46,1128000,37,1264000,9,-136000,Cobb County,Cobb County-Calhoun County-AL
3638,Cobb County-Gilmer County-GA-1920,"Gilmer County, GA",1920,2019,2020,40,1772000,109,6111000,-69,-4339000,Cobb County,Cobb County-Gilmer County-GA
3639,Cobb County-St. Johns County-FL-1920,"St. Johns County, FL",1920,2019,2020,45,1765000,103,8907000,-58,-7142000,Cobb County,Cobb County-St. Johns County-FL
3640,Cobb County-Sarasota County-FL-1920,"Sarasota County, FL",1920,2019,2020,38,2069000,69,5712000,-31,-3643000,Cobb County,Cobb County-Sarasota County-FL
3641,Cobb County-Collier County-FL-1920,"Collier County, FL",1920,2019,2020,46,913000,60,4519000,-14,-3606000,Cobb County,Cobb County-Collier County-FL
3642,Cobb County-Lumpkin County-GA-1920,"Lumpkin County, GA",1920,2019,2020,27,885000,45,4817000,-18,-3932000,Cobb County,Cobb County-Lumpkin County-GA
3643,Cobb County-Forsyth County-NC-1920,"Forsyth County, NC",1920,2019,2020,31,959000,48,1677000,-17,-718000,Cobb County,Cobb County-Forsyth County-NC
3644,Cobb County-York County-SC-1920,"York County, SC",1920,2019,2020,44,1893000,56,2169000,-12,-276000,Cobb County,Cobb County-York County-SC
3645,Cobb County-Johnson County-KS-1920,"Johnson County, KS",1920,2019,2020,33,1456000,44,2269000,-11,-813000,Cobb County,Cobb County-Johnson County-KS
3647,DeKalb County-Fulton County-GA-1920,"Fulton County, GA",1920,2019,2020,14585,732016000,14267,672510000,318,59506000,DeKalb County,DeKalb County-Fulton County-GA
3648,DeKalb County-Gwinnett County-GA-1920,"Gwinnett County, GA",1920,2019,2020,7944,205329000,12247,273895000,-4303,-68566000,DeKalb County,DeKalb County-Gwinnett County-GA
3649,DeKalb County-Cobb County-GA-1920,"Cobb County, GA",1920,2019,2020,2710,99739000,3698,141898000,-988,-42159000,DeKalb County,DeKalb County-Cobb County-GA
3650,DeKalb County-Clayton County-GA-1920,"Clayton County, GA",1920,2019,2020,2877,38594000,3566,46808000,-689,-8214000,DeKalb County,DeKalb County-Clayton County-GA
3651,DeKalb County-Rockdale County-GA-1920,"Rockdale County, GA",1920,2019,2020,1312,23510000,2151,42441000,-839,-18931000,DeKalb County,DeKalb County-Rockdale County-GA
3652,DeKalb County-Henry County-GA-1920,"Henry County, GA",1920,2019,2020,1024,21667000,2133,44536000,-1109,-22869000,DeKalb County,DeKalb County-Henry County-GA
3653,DeKalb County-Newton County-GA-1920,"Newton County, GA",1920,2019,2020,812,14479000,1460,25538000,-648,-11059000,DeKalb County,DeKalb County-Newton County-GA
3654,DeKalb County-Los Angeles County-CA-1920,"Los Angeles County, CA",1920,2019,2020,453,19637000,311,15746000,142,3891000,DeKalb County,DeKalb County-Los Angeles County-CA
3655,DeKalb County-Cook County-IL-1920,"Cook County, IL",1920,2019,2020,413,21616000,277,12080000,136,9536000,DeKalb County,DeKalb County-Cook County-IL
3656,DeKalb County-Forsyth County-GA-1920,"Forsyth County, GA",1920,2019,2020,385,20063000,1074,44701000,-689,-24638000,DeKalb County,DeKalb County-Forsyth County-GA
3657,DeKalb County-Douglas County-GA-1920,"Douglas County, GA",1920,2019,2020,437,9311000,551,10184000,-114,-873000,DeKalb County,DeKalb County-Douglas County-GA
3658,DeKalb County-Kings County-NY-1920,"Kings County, NY",1920,2019,2020,379,14993000,184,5187000,195,9806000,DeKalb County,DeKalb County-Kings County-NY
3659,DeKalb County-Broward County-FL-1920,"Broward County, FL",1920,2019,2020,386,8562000,254,8959000,132,-397000,DeKalb County,DeKalb County-Broward County-FL
3660,DeKalb County-Miami-Dade County-FL-1920,"Miami-Dade County, FL",1920,2019,2020,345,10584000,225,6239000,120,4345000,DeKalb County,DeKalb County-Miami-Dade County-FL
3661,DeKalb County-Mecklenburg County-NC-1920,"Mecklenburg County, NC",1920,2019,2020,280,11285000,294,13499000,-14,-2214000,DeKalb County,DeKalb County-Mecklenburg County-NC
3662,DeKalb County-Cherokee County-GA-1920,"Cherokee County, GA",1920,2019,2020,247,9480000,447,20099000,-200,-10619000,DeKalb County,DeKalb County-Cherokee County-GA
3663,DeKalb County-Orange County-FL-1920,"Orange County, FL",1920,2019,2020,269,7188000,200,9416000,69,-2228000,DeKalb County,DeKalb County-Orange County-FL
3664,DeKalb County-New York County-NY-1920,"New York County, NY",1920,2019,2020,230,28736000,159,9501000,71,19235000,DeKalb County,DeKalb County-New York County-NY
3665,DeKalb County-Clarke County-GA-1920,"Clarke County, GA",1920,2019,2020,188,5660000,257,9959000,-69,-4299000,DeKalb County,DeKalb County-Clarke County-GA
3666,DeKalb County-Chatham County-GA-1920,"Chatham County, GA",1920,2019,2020,237,7709000,246,9888000,-9,-2179000,DeKalb County,DeKalb County-Chatham County-GA
3667,DeKalb County-Queens County-NY-1920,"Queens County, NY",1920,2019,2020,261,11239000,92,2869000,169,8370000,DeKalb County,DeKalb County-Queens County-NY
3668,DeKalb County-Duval County-FL-1920,"Duval County, FL",1920,2019,2020,265,6128000,267,9712000,-2,-3584000,DeKalb County,DeKalb County-Duval County-FL
3669,DeKalb County-Hillsborough County-FL-1920,"Hillsborough County, FL",1920,2019,2020,253,9585000,210,10948000,43,-1363000,DeKalb County,DeKalb County-Hillsborough County-FL
3670,DeKalb County-Harris County-TX-1920,"Harris County, TX",1920,2019,2020,239,14558000,350,10496000,-111,4062000,DeKalb County,DeKalb County-Harris County-TX
3671,DeKalb County-Fayette County-GA-1920,"Fayette County, GA",1920,2019,2020,181,11712000,319,11662000,-138,50000,DeKalb County,DeKalb County-Fayette County-GA
3672,DeKalb County-Davidson County-TN-1920,"Davidson County, TN",1920,2019,2020,192,6455000,169,8751000,23,-2296000,DeKalb County,DeKalb County-Davidson County-TN
3673,DeKalb County-Hall County-GA-1920,"Hall County, GA",1920,2019,2020,197,7369000,292,13198000,-95,-5829000,DeKalb County,DeKalb County-Hall County-GA
3674,DeKalb County-Walton County-GA-1920,"Walton County, GA",1920,2019,2020,200,4970000,398,8745000,-198,-3775000,DeKalb County,DeKalb County-Walton County-GA
3675,DeKalb County-Palm Beach County-FL-1920,"Palm Beach County, FL",1920,2019,2020,183,5885000,170,9822000,13,-3937000,DeKalb County,DeKalb County-Palm Beach County-FL
3676,DeKalb County-Bibb County-GA-1920,"Bibb County, GA",1920,2019,2020,174,4894000,217,3331000,-43,1563000,DeKalb County,DeKalb County-Bibb County-GA
3677,DeKalb County-Richmond County-GA-1920,"Richmond County, GA",1920,2019,2020,192,4016000,173,3581000,19,435000,DeKalb County,DeKalb County-Richmond County-GA
3678,DeKalb County-Muscogee County-GA-1920,"Muscogee County, GA",1920,2019,2020,181,4142000,184,4277000,-3,-135000,DeKalb County,DeKalb County-Muscogee County-GA
3679,DeKalb County-Dallas County-TX-1920,"Dallas County, TX",1920,2019,2020,158,7960000,250,11852000,-92,-3892000,DeKalb County,DeKalb County-Dallas County-TX
3680,DeKalb County-Coweta County-GA-1920,"Coweta County, GA",1920,2019,2020,153,5399000,166,7409000,-13,-2010000,DeKalb County,DeKalb County-Coweta County-GA
3681,DeKalb County-District of Columbia-DC-1920,"District of Columbia, DC",1920,2019,2020,139,9320000,117,6857000,22,2463000,DeKalb County,DeKalb County-District of Columbia-DC
3682,DeKalb County-Jefferson County-AL-1920,"Jefferson County, AL",1920,2019,2020,165,5736000,144,5705000,21,31000,DeKalb County,DeKalb County-Jefferson County-AL
3683,DeKalb County-King County-WA-1920,"King County, WA",1920,2019,2020,176,12937000,209,9721000,-33,3216000,DeKalb County,DeKalb County-King County-WA
3684,DeKalb County-Philadelphia County-PA-1920,"Philadelphia County, PA",1920,2019,2020,163,6602000,116,4265000,47,2337000,DeKalb County,DeKalb County-Philadelphia County-PA
3685,DeKalb County-Shelby County-TN-1920,"Shelby County, TN",1920,2019,2020,160,5540000,171,4047000,-11,1493000,DeKalb County,DeKalb County-Shelby County-TN
3686,DeKalb County-Maricopa County-AZ-1920,"Maricopa County, AZ",1920,2019,2020,199,7788000,185,6518000,14,1270000,DeKalb County,DeKalb County-Maricopa County-AZ
3687,DeKalb County-San Diego County-CA-1920,"San Diego County, CA",1920,2019,2020,151,6367000,148,5357000,3,1010000,DeKalb County,DeKalb County-San Diego County-CA
3688,DeKalb County-Prince George's County-MD-1920,"Prince George's County, MD",1920,2019,2020,131,4160000,84,3276000,47,884000,DeKalb County,DeKalb County-Prince George's County-MD
3689,DeKalb County-Paulding County-GA-1920,"Paulding County, GA",1920,2019,2020,137,2738000,260,5713000,-123,-2975000,DeKalb County,DeKalb County-Paulding County-GA
3690,DeKalb County-Montgomery County-MD-1920,"Montgomery County, MD",1920,2019,2020,140,7202000,106,5245000,34,1957000,DeKalb County,DeKalb County-Montgomery County-MD
3691,DeKalb County-Franklin County-OH-1920,"Franklin County, OH",1920,2019,2020,144,3745000,130,3269000,14,476000,DeKalb County,DeKalb County-Franklin County-OH
3692,DeKalb County-Bronx County-NY-1920,"Bronx County, NY",1920,2019,2020,150,3580000,46,602000,104,2978000,DeKalb County,DeKalb County-Bronx County-NY
3693,DeKalb County-Richland County-SC-1920,"Richland County, SC",1920,2019,2020,133,3190000,113,3007000,20,183000,DeKalb County,DeKalb County-Richland County-SC
3694,DeKalb County-Leon County-FL-1920,"Leon County, FL",1920,2019,2020,107,2999000,59,1763000,48,1236000,DeKalb County,DeKalb County-Leon County-FL
3695,DeKalb County-Essex County-NJ-1920,"Essex County, NJ",1920,2019,2020,157,4208000,47,1589000,110,2619000,DeKalb County,DeKalb County-Essex County-NJ
3696,DeKalb County-Wake County-NC-1920,"Wake County, NC",1920,2019,2020,131,4854000,160,7409000,-29,-2555000,DeKalb County,DeKalb County-Wake County-NC
3697,DeKalb County-Middlesex County-MA-1920,"Middlesex County, MA",1920,2019,2020,112,7579000,80,4515000,32,3064000,DeKalb County,DeKalb County-Middlesex County-MA
3698,DeKalb County-Suffolk County-MA-1920,"Suffolk County, MA",1920,2019,2020,104,5062000,90,5835000,14,-773000,DeKalb County,DeKalb County-Suffolk County-MA
3699,DeKalb County-Wayne County-MI-1920,"Wayne County, MI",1920,2019,2020,130,2074000,105,1984000,25,90000,DeKalb County,DeKalb County-Wayne County-MI
3700,DeKalb County-Travis County-TX-1920,"Travis County, TX",1920,2019,2020,101,4758000,112,6344000,-11,-1586000,DeKalb County,DeKalb County-Travis County-TX
3701,DeKalb County-Alameda County-CA-1920,"Alameda County, CA",1920,2019,2020,125,7066000,94,3413000,31,3653000,DeKalb County,DeKalb County-Alameda County-CA
3702,DeKalb County-Marion County-IN-1920,"Marion County, IN",1920,2019,2020,120,2861000,89,1522000,31,1339000,DeKalb County,DeKalb County-Marion County-IN
